customer_id,company_name,country,industry,employee_size_band,signup_date
775,Ward and Sons,Germany,Branding Agency,1-10,2025-12-17
776,"Weber, Wheeler and Gonzalez",Germany,Marketing Agency,11-50,2026-04-16
777,Taylor Inc,United Kingdom,Marketing Agency,11-50,2024-04-08
778,Cook-Oliver,Germany,PR Agency,1-10,2025-03-21
779,Alexander-Jordan,Portugal,Branding Agency,51+,2023-08-09
780,"Mccann, Taylor and Flores",United States,Digital Agency,11-50,2025-07-13
781,"Harris, Edwards and Oconnell",United States,Dev Shop / Software Consulting,51+,2025-08-27
782,Carter-Neal,United Kingdom,Management Consulting,11-50,2025-11-22
783,Faulkner-Casey,United States,PR Agency,51+,2026-02-11
784,Bennett-Velasquez,United States,PR Agency,11-50,2026-04-10
785,Diaz-Frederick,United Kingdom,Marketing Agency,1-10,2026-01-26
786,Vargas PLC,Germany,Management Consulting,1-10,2024-08-22
787,Maldonado PLC,United States,Management Consulting,1-10,2025-04-09
788,Benton Group,United Kingdom,Digital Agency,11-50,2024-05-23
789,"Clark, Salinas and Guerra",Germany,PR Agency,1-10,2025-11-08
790,Fuentes Group,United Kingdom,PR Agency,1-10,2025-03-12
791,"Porter, Schultz and Allen",Germany,Digital Agency,11-50,2024-11-06
792,"Moore, Henderson and Bennett",United Kingdom,PR Agency,11-50,2024-02-26
793,Ewing-Mendoza,Portugal,Management Consulting,51+,2024-02-21
794,Ferguson-Mclean,United States,Management Consulting,11-50,2026-06-14
795,"Barnes, Johnson and Schmitt",United States,Management Consulting,1-10,2025-11-15
796,"Woodard, Herrera and Little",United Kingdom,Digital Agency,51+,2025-07-19
797,Rodriguez and Sons,United States,Digital Agency,51+,2024-05-04
798,"Ortega, Jackson and Salazar",United States,Marketing Agency,1-10,2025-09-28
799,"Terrell, Byrd and Ross",United States,Branding Agency,1-10,2026-03-19
800,Sheppard-Jordan,Portugal,Dev Shop / Software Consulting,1-10,2023-12-23
801,Garcia and Sons,United States,Design Studio,1-10,2025-08-11
802,"Burgess, Grant and Watts",United States,Dev Shop / Software Consulting,1-10,2026-02-25
803,Griffin Group,Germany,Dev Shop / Software Consulting,1-10,2023-11-25
804,Barton-Chapman,United Kingdom,Branding Agency,11-50,2024-04-14
805,"Hernandez, Cuevas and Webb",United States,Design Studio,1-10,2025-04-24
806,Perry-Nixon,United States,Dev Shop / Software Consulting,1-10,2024-02-17
807,Guerra Ltd,Germany,Design Studio,11-50,2025-05-08
808,Bailey LLC,United States,Branding Agency,1-10,2024-06-17
809,Mueller-Boyd,United States,Management Consulting,11-50,2024-02-10
810,Alvarez-Kim,United Kingdom,Branding Agency,11-50,2026-01-22
811,"Chavez, Jones and Williams",United States,Management Consulting,51+,2025-03-25
812,"Wilson, Sweeney and Wong",Portugal,,51+,2025-08-01
813,"Marsh, Spears and Yang",Germany,PR Agency,1-10,2024-09-01
814,"Thompson, Moore and Castro",United States,PR Agency,1-10,2025-06-26
815,Hall-Sullivan,Portugal,Digital Agency,1-10,2025-08-20
816,Lopez Ltd,Portugal,PR Agency,11-50,2025-09-27
817,Foster-Mclaughlin,Germany,Branding Agency,1-10,2026-04-04
818,Cole Group,United Kingdom,PR Agency,1-10,2024-01-22
819,Smith-Lewis,United States,PR Agency,11-50,2025-07-17
820,Goodwin-Stokes,United Kingdom,Dev Shop / Software Consulting,1-10,2026-05-04
821,Ray PLC,United Kingdom,Dev Shop / Software Consulting,1-10,2024-09-04
822,Diaz and Sons,United Kingdom,Dev Shop / Software Consulting,11-50,2024-01-17
823,Wilson-Lambert,United States,Design Studio,1-10,2026-03-02
824,Rose-Fowler,Portugal,Branding Agency,11-50,2026-04-11
825,"Price, Long and Wilson",United States,Marketing Agency,1-10,2025-07-27
826,Bruce-Williamson,United Kingdom,Dev Shop / Software Consulting,51+,2025-04-17
827,"Mccarthy, Evans and Mendez",Germany,PR Agency,51+,2025-08-08
828,Powers LLC,Portugal,Marketing Agency,1-10,2024-02-04
829,Allen Inc,Portugal,Management Consulting,51+,2025-03-26
830,Brooks and Sons,United Kingdom,Dev Shop / Software Consulting,1-10,2025-09-25
831,"Price, Carlson and Andrews",United States,PR Agency,1-10,2024-12-06
832,Lopez-Reid,Portugal,Management Consulting,51+,2025-05-24
833,"Ellison, Arias and Thompson",Germany,Branding Agency,1-10,2024-02-13
834,Burns and Sons,United States,Dev Shop / Software Consulting,1-10,2024-07-16
835,Edwards Group,United Kingdom,Marketing Agency,11-50,2026-05-05
836,"Brown, Howard and Smith",United States,Design Studio,51+,2024-07-04
837,Lee Group,United Kingdom,PR Agency,11-50,2025-08-15
838,"Wagner, Simpson and Cohen",United States,Marketing Agency,1-10,2025-04-28
839,Mckinney-Wallace,Germany,Design Studio,51+,2025-11-16
840,Miller Inc,United States,Marketing Agency,1-10,2023-10-03
841,Carter LLC,United States,PR Agency,11-50,2026-06-17
842,Medina and Sons,United Kingdom,PR Agency,11-50,2026-03-28
843,Cunningham-Barton,United Kingdom,Marketing Agency,11-50,2025-02-14
844,Dunn-Wilson,United States,PR Agency,1-10,2025-10-21
845,Adams PLC,Germany,Digital Agency,11-50,2025-09-02
846,Weaver-Sherman,Portugal,Branding Agency,11-50,2025-07-28
847,"Alexander, Robinson and Coleman",United States,Management Consulting,11-50,2026-06-08
848,"Greer, Potter and Evans",United States,Digital Agency,11-50,2026-05-21
849,Cole LLC,Germany,Branding Agency,1-10,2026-01-26
850,Gonzales Inc,United States,Management Consulting,1-10,2024-09-04
851,Clark Ltd,germany,Branding Agency,1-10,2025-08-14
852,"Norris, Callahan and Bishop",United Kingdom,Dev Shop / Software Consulting,11-50,2023-11-20
853,Martin-Taylor,United Kingdom,Digital Agency,51+,2025-08-07
854,Li Inc,United Kingdom,Dev Shop / Software Consulting,1-10,2026-01-02
855,"Bell, Campbell and Ryan",Germany,Dev Shop / Software Consulting,1-10,2025-04-20
856,Werner-Carter,Germany,Branding Agency,1-10,2024-03-04
857,"Adams, Hodge and Duke",Germany,Management Consulting,1-10,2025-08-27
858,"Ochoa, Taylor and Brady",GERMANY,Management Consulting,11-50,2025-06-23
859,Sellers-Riddle, Portugal ,Dev Shop / Software Consulting,1-10,2024-04-23
860,"Martinez, Cline and Wright",United Kingdom,,1-10,2024-03-07
861,"Morris, Wright and Bridges",Portugal,Dev Shop / Software Consulting,1-10,2024-07-26
862,Burns-Ray,United States,Marketing Agency,11-50,2024-10-21
863,Burton-Brooks,United Kingdom,Branding Agency,11-50,2025-02-15
864,Schultz Inc,Portugal,Branding Agency,1-10,2025-03-01
865,Robertson-Ramirez,United States,Dev Shop / Software Consulting,51+,2026-01-19
866,Gibson-Freeman,United Kingdom,Design Studio,51+,2024-06-23
867,"Smith, Schroeder and Oconnor",Germany,Branding Agency,1-10,2024-06-22
868,"Stanton, Reid and Terry",Portugal,Branding Agency,11-50,2023-10-14
869,Flynn Group,Portugal,Management Consulting,11-50,2025-07-13
870,Donaldson and Sons,Portugal,Design Studio,1-10,2025-07-05
871,Adams-Clayton,Germany,Management Consulting,11-50,2024-12-27
872,Kelley-Anderson,Portugal,Digital Agency,11-50,2026-04-21
873,Kramer-Shannon,United States,PR Agency,11-50,2024-02-12
874,Williams Ltd,United States,Design Studio,11-50,2025-08-17
875,Smith-Noble,Untd Kingdom,Dev Shop / Software Consulting,11-50,2026-04-12
876,Alexander Inc,United Kingdom,PR Agency,51+,2026-01-14
877,Harris-Barker,Portugal,Dev Shop / Software Consulting,11-50,2026-06-14
878,Khan LLC,United Kingdom,Design Studio,1-10,2024-11-02
879,Baxter LLC,United States,Design Studio,11-50,2025-04-10
880,Pena LLC,United States,Dev Shop / Software Consulting,1-10,2023-12-10
881,Watson Ltd,United Kingdom,Branding Agency,1-10,2024-08-04
882,Williams Ltd,Germany,Design Studio,11-50,2026-05-24
883,Barber-Fischer,United States,Dev Shop / Software Consulting,11-50,2025-02-26
884,Rios-Padilla,Germany,,1-10,2024-08-13
885,Lewis Inc,GERMANY,Digital Agency,11-50,2025-03-02
886,Wheeler PLC,United States,Dev Shop / Software Consulting,11-50,2024-12-28
887,"Wallace, Smith and Cooper",Germany,PR Agency,51+,2024-11-23
888,Mcneil Group,Germany,Digital Agency,11-50,2025-03-07
889,"Anderson, Jones and Reyes",Portugal,Design Studio,1-10,2024-09-22
890,"Shaffer, Garcia and Richardson",Portugal,Marketing Agency,11-50,2025-10-13
891,Taylor-Ayala,United States,Design Studio,1-10,2024-05-19
892,May Ltd,United States,Design Studio,1-10,2025-12-02
893,Jones PLC,United States,PR Agency,1-10,2024-01-20
894,Bishop and Sons,United States,Digital Agency,11-50,2023-12-12
895,Bell-Lewis,Germany,Design Studio,11-50,2024-09-17
896,"Hernandez, Jenkins and Parks",United Kingdom,Digital Agency,1-10,2025-11-13
897,Miller Inc,United States,Management Consulting,1-10,2023-11-11
898,Goodwin PLC,United States,Digital Agency,11-50,2025-05-16
899,"Cruz, Richmond and Edwards",Germany,Marketing Agency,51+,2025-12-04
900,Wright Ltd,United Kingdom,,51+,2026-06-20
901,Wright PLC,United States,Branding Agency,51+,2024-06-26
902,"Griffith, Mitchell and Pugh",United States,Management Consulting,11-50,2024-05-01
903,Abbott Ltd,Germany,Dev Shop / Software Consulting,1-10,2023-09-17
904,Harris-Lawson,United States,Design Studio,51+,2024-05-11
905,Adkins LLC,Portugal,Dev Shop / Software Consulting,1-10,2026-03-18
906,"Brown, Hurst and Blevins",United Kingdom,PR Agency,1-10,2025-02-25
907,Cruz-Allen,Germany,Design Studio,11-50,2026-04-18
908,"Wheeler, Rice and Levine",Portugal,Branding Agency,11-50,2025-05-21
909,Peck-Anderson,United States,Marketing Agency,11-50,2025-10-15
910,"Fisher, Payne and Thompson",United States,Design Studio,1-10,2025-06-26
911,Best-Townsend,United States,Management Consulting,11-50,2024-07-14
912,Matthews Inc,United Kingdom,Marketing Agency,1-10,2024-08-13
913,Lewis-Livingston,United Kingdom,Digital Agency,11-50,2025-07-03
914,Hunter-Fuller,United Kingdom,Marketing Agency,11-50,2025-01-12
915,"Wang, Henderson and Morales",United States,Management Consulting,11-50,2024-04-20
916,"Herrera, Jensen and Ramirez",Germany,Branding Agency,1-10,2025-12-27
917,Miller-Mccall,United Kingdom,Design Studio,11-50,2024-11-24
918,Herrera Group,Germany,PR Agency,11-50,2025-08-05
919,"Walters, Davenport and Becker",Portugal,Dev Shop / Software Consulting,51+,2024-02-24
920,Collins Group,Portugal,Dev Shop / Software Consulting,1-10,2024-08-18
921,"Ashley, Allen and Sanchez",United States,Branding Agency,11-50,2026-05-18
922,Wilson-Salazar,United States,PR Agency,1-10,2026-04-24
923,Parker Ltd,United Kingdom,Digital Agency,11-50,2023-11-05
924,"Yang, Wilson and Zimmerman",United States,Design Studio,11-50,2025-09-04
925,"Smith, Crawford and Reed",germany,Dev Shop / Software Consulting,51+,2025-08-25
926,"Logan, Le and Jackson",portugal,Digital Agency,1-10,2024-03-03
927,Brady LLC,United States,PR Agency,1-10,2025-09-19
928,"Tanner, Wise and Johnson",United States,PR Agency,1-10,2025-10-08
929,Nelson-Brown,United Kingdom,Management Consulting,51+,2025-04-16
930,"Proctor, Burton and Crawford",United Kingdom,Digital Agency,1-10,2025-03-05
931,"Ward, Porter and Bradley",United States,Branding Agency,1-10,2024-08-06
932,Moore-Ayala,United States,PR Agency,1-10,2024-06-21
933,"Craig, Wilson and Yang",Germany,PR Agency,1-10,2024-09-11
934,Williams Inc,United Kingdom,Management Consulting,1-10,2025-11-16
935,Williams LLC,United States,Dev Shop / Software Consulting,11-50,2024-05-09
936,Mora-White,United States,Management Consulting,11-50,2026-06-24
937,Tran Ltd, United States ,Marketing Agency,1-10,2025-09-28
938,"Rios, Walker and Wright",United States,Branding Agency,11-50,2025-11-25
939,"Flores, Mckenzie and Duncan",Portugal,,11-50,2025-02-18
940,Shaw Inc,Germany,Design Studio,1-10,2024-09-25
941,Walker PLC,Portugal,Digital Agency,1-10,2025-08-17
942,Finley Inc,United States,Design Studio,1-10,2025-07-28
943,Cline-Ayala,Portugal,Dev Shop / Software Consulting,11-50,2024-04-17
944,Murphy-Tran,United States,Digital Agency,11-50,2026-05-22
945,Wood LLC,United States,Management Consulting,11-50,2026-02-02
946,"Mueller, Stevenson and Sanchez",United Kingdom,Management Consulting,1-10,2025-02-08
947,Vargas-Snyder,United States,Management Consulting,51+,2025-03-13
948,Oconnor PLC,United Kingdom,PR Agency,1-10,2025-09-11
949,Hernandez Group,Portugal,Management Consulting,11-50,2026-02-27
950,Hall LLC,United Kingdom,Branding Agency,11-50,2025-12-21
951,"Franco, Wiley and Tapia",United Kingdom,Marketing Agency,51+,2025-05-17
952,Blake Group,Portugal,Branding Agency,1-10,2024-05-12
953,"Acosta, Garcia and Moreno",United States,Digital Agency,11-50,2025-05-01
954,Barnes Inc,United States,Marketing Agency,1-10,2025-01-17
955,Dawson Inc,United States,Management Consulting,1-10,2024-05-20
956,Morse PLC,United States,Dev Shop / Software Consulting,1-10,2025-07-11
957,Haynes-Watson,United Kingdom,Design Studio,1-10,2025-04-19
958,"Miller, Davis and Anderson",Germany,Marketing Agency,1-10,2025-09-05
959,Jones-Bradley,United States,Marketing Agency,11-50,2025-08-19
960,Bates-Anderson,United States,Digital Agency,51+,2023-10-13
961,Green-Edwards,United Kingdom,PR Agency,1-10,2026-04-24
962,Haynes-Moss,United States,Branding Agency,1-10,2024-03-20
963,Chavez-Hall,Portugal,Dev Shop / Software Consulting,1-10,2024-07-14
964,Taylor PLC,Germany,Design Studio,11-50,2025-12-20
965,Moore and Sons,United States,Management Consulting,11-50,2026-06-15
966,Owens-Russell,United States,Design Studio,1-10,2026-04-04
967,"Howard, Townsend and Hayes",United Kingdom,PR Agency,51+,2025-11-14
968,Baker-Wilson,United Kingdom,Digital Agency,1-10,2024-01-20
969,Aguirre LLC,Germany,Marketing Agency,11-50,2023-07-03
970,"Terry, Williams and Huff",United States,Dev Shop / Software Consulting,11-50,2023-08-01
971,Hernandez-Dawson,Germany,Digital Agency,11-50,2026-05-14
972,Foster-Williams,United States,Design Studio,11-50,2024-04-26
973,Green-Ewing,Germany,Dev Shop / Software Consulting,1-10,2025-05-24
974,Crane Group,Germany,,11-50,2025-06-05
975,"Adkins, Wright and Murray",Germany,Marketing Agency,51+,2025-07-10
976,Martinez Inc,United Kingdom,Marketing Agency,1-10,2026-05-23
977,Anderson Group,United States,Digital Agency,11-50,2024-09-01
978,Parks-Pace,United States,Branding Agency,11-50,2024-04-12
979,Aguilar LLC,United Kingdom,Management Consulting,11-50,2025-02-28
980,Johnson Inc,United Kingdom,PR Agency,11-50,2025-09-13
981,Orr Group,United Kingdom,Branding Agency,11-50,2024-07-06
982,Davis LLC,United Kingdom,Management Consulting,1-10,2026-01-19
983,Williams Group,Germany,Dev Shop / Software Consulting,11-50,2026-05-28
984,Jackson PLC,Germany,PR Agency,1-10,2025-05-06
985,Underwood-Foster,United Kingdom,Dev Shop / Software Consulting,11-50,2025-07-18
986,Reyes Group,Germany,Branding Agency,1-10,2024-03-21
987,Gomez and Sons, United States ,Digital Agency,1-10,2024-11-14
988,Ramirez-Stephenson,United States,Digital Agency,1-10,2025-08-02
989,Mendez PLC,Portugal,PR Agency,1-10,2026-05-17
990,Holland Group,Portugal,Dev Shop / Software Consulting,1-10,2024-12-27
991,Andrade-Mendoza,United Kingdom,Dev Shop / Software Consulting,1-10,2026-01-22
992,Ramirez and Sons,United Kingdom,Dev Shop / Software Consulting,1-10,2026-04-20
993,Gonzalez-Wilkerson,Germany,PR Agency,11-50,2025-04-02
994,"Wright, Mcknight and Stephens",Germany,Marketing Agency,51+,2025-04-09
995,Mayo Ltd,United States,Digital Agency,1-10,2023-07-07
996,Castillo-Harrington,Germany,Marketing Agency,1-10,2024-08-18
997,Durham-Shaw,Germany,Management Consulting,51+,2025-06-12
998,Nelson-Johnson,United States,Design Studio,11-50,2024-12-15
999,"Robinson, Huang and Osborne",United Kingdom,Branding Agency,1-10,2026-02-17
1000,Stokes Group,United States,Marketing Agency,1-10,2023-12-26
