subscription_id,customer_id,plan_id,start_date,end_date,status,mrr_amount,end_date_filled,duration_days,plan_name,tier
765,704,2,2024-07-01,,active,199,2026-06-30,729,Pro,2
766,705,3,2024-09-19,,active,799,2026-06-30,649,Enterprise,3
767,706,2,2024-09-18,,active,199,2026-06-30,650,Pro,2
768,707,1,2024-11-20,2026-03-01,churned,49,2026-03-01,466,Starter,1
769,708,2,2026-03-07,,active,199,2026-06-30,115,Pro,2
770,709,2,2026-04-28,2026-05-01,churned,199,2026-05-01,3,Pro,2
771,710,2,2026-04-05,,active,199,2026-06-30,86,Pro,2
772,711,3,2024-04-12,2026-02-01,downgraded,799,2026-02-01,660,Enterprise,3
773,711,2,2026-02-01,,active,199,2026-06-30,149,Pro,2
774,712,2,2025-09-10,,active,199,2026-06-30,293,Pro,2
775,713,2,2025-10-26,,active,199,2026-06-30,247,Pro,2
776,714,1,2026-06-18,,active,49,2026-06-30,12,Starter,1
777,715,2,2024-03-22,2025-03-01,churned,199,2025-03-01,344,Pro,2
778,716,1,2025-11-10,,active,49,2026-06-30,232,Starter,1
779,717,3,2024-09-13,2024-12-01,churned,799,2024-12-01,79,Enterprise,3
780,718,2,2024-07-20,2024-07-01,churned,199,2024-07-01,0,Pro,2
781,719,1,2024-06-19,2025-03-01,churned,49,2025-03-01,255,Starter,1
782,720,1,2026-03-08,,active,49,2026-06-30,114,Starter,1
783,721,2,2025-01-27,,active,199,2026-06-30,519,Pro,2
784,722,2,2023-12-01,2024-12-01,upgraded,199,2024-12-01,366,Pro,2
785,722,3,2024-12-01,,active,799,2026-06-30,576,Enterprise,3
786,723,1,2024-02-26,,active,49,2026-06-30,855,Starter,1
787,724,2,2024-06-14,2024-12-01,downgraded,199,2024-12-01,170,Pro,2
788,724,1,2024-12-01,2025-01-01,churned,49,2025-01-01,31,Starter,1
789,725,1,2023-10-12,,active,49,2026-06-30,992,Starter,1
790,726,1,2025-02-19,2025-12-01,upgraded,49,2025-12-01,285,Starter,1
791,726,2,2025-12-01,2026-05-01,churned,199,2026-05-01,151,Pro,2
792,727,2,2026-02-26,,active,199,2026-06-30,124,Pro,2
793,728,1,2024-04-03,2025-01-01,churned,49,2025-01-01,273,Starter,1
794,729,2,2025-05-18,2026-04-01,churned,199,2026-04-01,318,Pro,2
795,730,1,2025-08-16,,active,49,2026-06-30,318,Starter,1
796,731,2,2025-04-14,,active,199,2026-06-30,442,Pro,2
797,732,1,2025-05-14,,active,49,2026-06-30,412,Starter,1
798,733,2,2026-02-22,,active,199,2026-06-30,128,Pro,2
799,734,2,2023-07-18,2025-03-01,downgraded,199,2025-03-01,592,Pro,2
800,734,1,2025-03-01,2026-01-01,churned,49,2026-01-01,306,Starter,1
801,735,1,2024-09-03,,active,49,2026-06-30,665,Starter,1
802,736,1,2025-02-04,,active,49,2026-06-30,511,Starter,1
803,737,2,2024-10-16,2025-09-01,downgraded,199,2025-09-01,320,Pro,2
804,737,1,2025-09-01,,active,49,2026-06-30,302,Starter,1
805,738,1,2026-04-22,,active,49,2026-06-30,69,Starter,1
806,739,1,2026-01-13,,active,49,2026-06-30,168,Starter,1
807,740,1,2025-11-09,2025-11-01,churned,49,2025-11-01,0,Starter,1
808,741,1,2026-04-23,,active,49,2026-06-30,68,Starter,1
809,742,2,2026-01-14,2026-03-01,churned,199,2026-03-01,46,Pro,2
810,743,3,2023-07-13,,active,799,2026-06-30,1083,Enterprise,3
811,744,2,2026-04-16,,active,199,2026-06-30,75,Pro,2
812,745,1,2025-04-28,2025-04-01,churned,49,2025-04-01,0,Starter,1
813,746,3,2024-02-19,,active,799,2026-06-30,862,Enterprise,3
814,747,1,2025-11-15,,active,49,2026-06-30,227,Starter,1
815,748,2,2025-03-07,2025-10-01,churned,199,2025-10-01,208,Pro,2
816,749,3,2025-12-07,,active,799,2026-06-30,205,Enterprise,3
817,750,3,2024-04-11,2025-02-01,churned,799,2025-02-01,296,Enterprise,3
818,751,1,2025-07-18,,active,49,2026-06-30,347,Starter,1
819,752,1,2024-12-28,,active,49,2026-06-30,549,Starter,1
820,753,1,2025-09-14,,active,49,2026-06-30,289,Starter,1
821,754,3,2025-05-25,,active,799,2026-06-30,401,Enterprise,3
822,755,2,2026-06-04,2026-06-01,churned,199,2026-06-01,0,Pro,2
823,756,3,2026-06-09,,active,799,2026-06-30,21,Enterprise,3
824,757,2,2026-06-06,,active,199,2026-06-30,24,Pro,2
825,758,1,2024-08-13,2025-01-01,churned,49,2025-01-01,141,Starter,1
826,759,1,2025-10-02,,active,49,2026-06-30,271,Starter,1
827,760,3,2024-10-11,2025-09-01,churned,799,2025-09-01,325,Enterprise,3
828,761,1,2025-06-28,,active,49,2026-06-30,367,Starter,1
829,762,3,2023-07-10,2025-07-01,downgraded,799,2025-07-01,722,Enterprise,3
830,762,2,2025-07-01,2026-02-01,churned,199,2026-02-01,215,Pro,2
831,763,2,2024-09-24,,active,199,2026-06-30,644,Pro,2
832,764,1,2024-08-27,,active,49,2026-06-30,672,Starter,1
833,765,1,2025-11-27,,active,49,2026-06-30,215,Starter,1
834,766,1,2023-11-17,2025-06-01,churned,49,2025-06-01,562,Starter,1
835,767,2,2026-05-01,,active,199,2026-06-30,60,Pro,2
836,768,1,2026-03-08,2026-03-01,churned,49,2026-03-01,0,Starter,1
837,769,1,2023-10-09,,active,49,2026-06-30,995,Starter,1
838,770,1,2025-06-22,2025-08-01,churned,49,2025-08-01,40,Starter,1
839,771,2,2024-11-28,2026-05-01,upgraded,199,2026-05-01,519,Pro,2
840,771,3,2026-05-01,,active,799,2026-06-30,60,Enterprise,3
841,772,1,2024-01-09,2024-11-01,churned,49,2024-11-01,297,Starter,1
842,773,1,2026-05-02,,active,49,2026-06-30,59,Starter,1
843,774,3,2025-07-08,2026-01-01,downgraded,799,2026-01-01,177,Enterprise,3
844,774,2,2026-01-01,,active,199,2026-06-30,180,Pro,2
845,775,1,2025-12-17,,active,49,2026-06-30,195,Starter,1
846,776,3,2026-04-16,,active,799,2026-06-30,75,Enterprise,3
847,777,2,2024-04-08,2025-07-01,churned,199,2025-07-01,449,Pro,2
848,778,1,2025-03-21,2026-02-01,churned,49,2026-02-01,317,Starter,1
849,779,2,2023-08-09,2024-06-01,churned,199,2024-06-01,297,Pro,2
850,780,2,2025-07-13,,active,199,2026-06-30,352,Pro,2
851,781,3,2025-08-27,,active,799,2026-06-30,307,Enterprise,3
852,782,1,2025-11-22,2026-02-01,churned,49,2026-02-01,71,Starter,1
853,783,3,2026-02-11,,active,799,2026-06-30,139,Enterprise,3
854,784,2,2026-04-10,,active,199,2026-06-30,81,Pro,2
855,785,2,2026-01-26,,active,199,2026-06-30,155,Pro,2
856,786,1,2024-08-22,2025-08-01,churned,49,2025-08-01,344,Starter,1
857,787,2,2025-04-09,,active,199,2026-06-30,447,Pro,2
858,788,3,2024-05-23,2024-09-01,downgraded,799,2024-09-01,101,Enterprise,3
859,788,2,2024-09-01,,active,199,2026-06-30,667,Pro,2
860,789,1,2025-11-08,2025-12-01,churned,49,2025-12-01,23,Starter,1
861,790,1,2025-03-12,2025-05-01,churned,49,2025-05-01,50,Starter,1
862,791,2,2024-11-06,2025-04-01,churned,199,2025-04-01,146,Pro,2
863,792,2,2024-02-26,2025-07-01,downgraded,199,2025-07-01,491,Pro,2
864,792,1,2025-07-01,,active,49,2026-06-30,364,Starter,1
865,793,2,2024-02-21,,active,199,2026-06-30,860,Pro,2
866,794,2,2026-06-14,,active,199,2026-06-30,16,Pro,2
867,795,2,2025-11-15,,active,199,2026-06-30,227,Pro,2
868,796,3,2025-07-19,2025-09-01,downgraded,799,2025-09-01,44,Enterprise,3
869,796,2,2025-09-01,,active,199,2026-06-30,302,Pro,2
870,797,3,2024-05-04,,active,799,2026-06-30,787,Enterprise,3
871,798,2,2025-09-28,,active,199,2026-06-30,275,Pro,2
872,799,2,2026-03-19,,active,199,2026-06-30,103,Pro,2
873,800,1,2023-12-23,2024-02-01,churned,49,2024-02-01,40,Starter,1
874,801,1,2025-08-11,,active,49,2026-06-30,323,Starter,1
875,802,1,2026-02-25,,active,49,2026-06-30,125,Starter,1
876,803,1,2023-11-25,2024-08-01,churned,49,2024-08-01,250,Starter,1
877,804,3,2024-04-14,,active,799,2026-06-30,807,Enterprise,3
878,805,1,2025-04-24,,active,49,2026-06-30,432,Starter,1
879,806,1,2024-02-17,2025-09-01,upgraded,49,2025-09-01,562,Starter,1
880,806,2,2025-09-01,2026-01-01,churned,199,2026-01-01,122,Pro,2
881,807,2,2025-05-08,2025-10-01,upgraded,199,2025-10-01,146,Pro,2
882,807,3,2025-10-01,,active,799,2026-06-30,272,Enterprise,3
883,808,1,2024-06-17,2025-06-01,churned,49,2025-06-01,349,Starter,1
884,809,2,2024-02-10,,active,199,2026-06-30,871,Pro,2
885,810,3,2026-01-22,,active,799,2026-06-30,159,Enterprise,3
886,811,2,2025-03-25,,active,199,2026-06-30,462,Pro,2
887,812,2,2025-08-01,,active,199,2026-06-30,333,Pro,2
888,813,1,2024-09-01,,active,49,2026-06-30,667,Starter,1
889,814,1,2025-06-26,,active,49,2026-06-30,369,Starter,1
890,815,1,2025-08-20,2026-03-01,churned,49,2026-03-01,193,Starter,1
891,816,1,2025-09-27,2025-10-01,churned,49,2025-10-01,4,Starter,1
892,817,1,2026-04-04,,active,49,2026-06-30,87,Starter,1
893,818,1,2024-01-22,2024-08-01,churned,49,2024-08-01,192,Starter,1
894,819,2,2025-07-17,,active,199,2026-06-30,348,Pro,2
895,820,1,2026-05-04,,active,49,2026-06-30,57,Starter,1
896,821,1,2024-09-04,2026-02-01,churned,49,2026-02-01,515,Starter,1
897,822,3,2024-01-17,2024-06-01,downgraded,799,2024-06-01,136,Enterprise,3
898,822,2,2024-06-01,2024-11-01,churned,199,2024-11-01,153,Pro,2
899,823,1,2026-03-02,,active,49,2026-06-30,120,Starter,1
900,824,2,2026-04-11,,active,199,2026-06-30,80,Pro,2
901,825,1,2025-07-27,,active,49,2026-06-30,338,Starter,1
902,826,2,2025-04-17,2025-08-01,churned,199,2025-08-01,106,Pro,2
903,827,3,2025-08-08,,active,799,2026-06-30,326,Enterprise,3
904,828,2,2024-02-04,2024-05-01,downgraded,199,2024-05-01,87,Pro,2
905,828,1,2024-05-01,2025-11-01,churned,49,2025-11-01,549,Starter,1
906,829,3,2025-03-26,,active,799,2026-06-30,461,Enterprise,3
907,830,2,2025-09-25,2025-11-01,upgraded,199,2025-11-01,37,Pro,2
908,830,3,2025-11-01,,active,799,2026-06-30,241,Enterprise,3
909,831,1,2024-12-06,2024-12-01,churned,49,2024-12-01,0,Starter,1
910,832,2,2025-05-24,2025-08-01,churned,199,2025-08-01,69,Pro,2
911,833,2,2024-02-13,,active,199,2026-06-30,868,Pro,2
912,834,2,2024-07-16,,active,199,2026-06-30,714,Pro,2
913,835,2,2026-05-05,,active,199,2026-06-30,56,Pro,2
914,836,3,2024-07-04,,active,799,2026-06-30,726,Enterprise,3
915,837,2,2025-08-15,2025-10-01,churned,199,2025-10-01,47,Pro,2
916,838,1,2025-04-28,2025-09-01,churned,49,2025-09-01,126,Starter,1
917,839,3,2025-11-16,,active,799,2026-06-30,226,Enterprise,3
918,840,1,2023-10-03,2024-02-01,churned,49,2024-02-01,121,Starter,1
919,841,2,2026-06-17,,active,199,2026-06-30,13,Pro,2
920,842,2,2026-03-28,,active,199,2026-06-30,94,Pro,2
921,843,2,2025-02-14,,active,199,2026-06-30,501,Pro,2
922,844,1,2025-10-21,,active,49,2026-06-30,252,Starter,1
923,845,1,2025-09-02,2026-04-01,churned,49,2026-04-01,211,Starter,1
924,846,2,2025-07-28,2026-03-01,upgraded,199,2026-03-01,216,Pro,2
925,846,3,2026-03-01,,active,799,2026-06-30,121,Enterprise,3
926,847,2,2026-06-08,,active,199,2026-06-30,22,Pro,2
927,848,2,2026-05-21,,active,199,2026-06-30,40,Pro,2
928,849,1,2026-01-26,,active,49,2026-06-30,155,Starter,1
929,850,3,2024-09-04,,active,799,2026-06-30,664,Enterprise,3
930,851,1,2025-08-14,2026-05-01,churned,49,2026-05-01,260,Starter,1
931,852,3,2023-11-20,,active,799,2026-06-30,953,Enterprise,3
932,853,3,2025-08-07,,active,799,2026-06-30,327,Enterprise,3
933,854,2,2026-01-02,,active,199,2026-06-30,179,Pro,2
934,855,1,2025-04-20,2025-11-01,churned,49,2025-11-01,195,Starter,1
935,856,1,2024-03-04,2025-03-01,churned,49,2025-03-01,362,Starter,1
936,857,1,2025-08-27,2026-02-01,churned,49,2026-02-01,158,Starter,1
937,858,1,2025-06-23,,active,49,2026-06-30,372,Starter,1
938,859,1,2024-04-23,2025-02-01,churned,49,2025-02-01,284,Starter,1
939,860,1,2024-03-07,2024-07-01,churned,49,2024-07-01,116,Starter,1
940,861,1,2024-07-26,2025-07-01,churned,49,2025-07-01,340,Starter,1
941,862,3,2024-10-21,,active,799,2026-06-30,617,Enterprise,3
942,863,2,2025-02-15,,active,199,2026-06-30,500,Pro,2
943,864,1,2025-03-01,2026-06-01,churned,49,2026-06-01,457,Starter,1
944,865,3,2026-01-19,,active,799,2026-06-30,162,Enterprise,3
945,866,3,2024-06-23,,active,799,2026-06-30,737,Enterprise,3
946,867,1,2024-06-22,,active,49,2026-06-30,738,Starter,1
947,868,3,2023-10-14,,active,799,2026-06-30,990,Enterprise,3
948,869,3,2025-07-13,,active,799,2026-06-30,352,Enterprise,3
949,870,1,2025-07-05,2026-02-01,churned,49,2026-02-01,211,Starter,1
950,871,2,2024-12-27,,active,199,2026-06-30,550,Pro,2
951,872,2,2026-04-21,,active,199,2026-06-30,70,Pro,2
952,873,3,2024-02-12,,active,799,2026-06-30,869,Enterprise,3
953,874,2,2025-08-17,,active,199,2026-06-30,317,Pro,2
954,875,2,2026-04-12,,active,199,2026-06-30,79,Pro,2
955,876,3,2026-01-14,,active,799,2026-06-30,167,Enterprise,3
956,877,3,2026-06-14,,active,799,2026-06-30,16,Enterprise,3
957,878,1,2024-11-02,2025-06-01,churned,49,2025-06-01,211,Starter,1
958,879,2,2025-04-10,2026-03-01,churned,199,2026-03-01,325,Pro,2
959,880,1,2023-12-10,,active,49,2026-06-30,933,Starter,1
960,881,1,2024-08-04,2025-06-01,churned,49,2025-06-01,301,Starter,1
961,882,2,2026-05-24,,active,199,2026-06-30,37,Pro,2
962,883,2,2025-02-26,,active,199,2026-06-30,489,Pro,2
963,884,1,2024-08-13,2026-04-01,churned,49,2026-04-01,596,Starter,1
964,885,1,2025-03-02,,active,49,2026-06-30,485,Starter,1
965,886,3,2024-12-28,,active,799,2026-06-30,549,Enterprise,3
966,887,3,2024-11-23,,active,799,2026-06-30,584,Enterprise,3
967,888,2,2025-03-07,2025-10-01,downgraded,199,2025-10-01,208,Pro,2
968,888,1,2025-10-01,,active,49,2026-06-30,272,Starter,1
969,889,1,2024-09-22,2025-04-01,churned,49,2025-04-01,191,Starter,1
970,890,1,2025-10-13,2026-04-01,upgraded,49,2026-04-01,170,Starter,1
971,890,2,2026-04-01,,active,199,2026-06-30,90,Pro,2
972,891,2,2024-05-19,2025-07-01,churned,199,2025-07-01,408,Pro,2
973,892,1,2025-12-02,,active,49,2026-06-30,210,Starter,1
974,893,2,2024-01-20,,active,199,2026-06-30,892,Pro,2
975,894,1,2023-12-12,2025-04-01,churned,49,2025-04-01,476,Starter,1
976,895,1,2024-09-17,,active,49,2026-06-30,651,Starter,1
977,896,1,2025-11-13,,active,49,2026-06-30,229,Starter,1
978,897,1,2023-11-11,2024-10-01,churned,49,2024-10-01,325,Starter,1
979,898,3,2025-05-16,2025-10-01,churned,799,2025-10-01,138,Enterprise,3
980,899,3,2025-12-04,,active,799,2026-06-30,208,Enterprise,3
981,900,2,2026-06-20,,active,199,2026-06-30,10,Pro,2
982,901,3,2024-06-26,,active,799,2026-06-30,734,Enterprise,3
983,902,3,2024-05-01,,active,799,2026-06-30,790,Enterprise,3
984,903,1,2023-09-17,2025-09-01,churned,49,2025-09-01,715,Starter,1
985,904,3,2024-05-11,,active,799,2026-06-30,780,Enterprise,3
986,905,1,2026-03-18,,active,49,2026-06-30,104,Starter,1
987,906,1,2025-02-25,2026-05-01,churned,49,2026-05-01,430,Starter,1
988,907,3,2026-04-18,,active,799,2026-06-30,73,Enterprise,3
989,908,3,2025-05-21,2025-12-01,downgraded,799,2025-12-01,194,Enterprise,3
990,908,2,2025-12-01,,active,199,2026-06-30,211,Pro,2
991,909,2,2025-10-15,,active,199,2026-06-30,258,Pro,2
992,910,1,2025-06-26,2025-11-01,churned,49,2025-11-01,128,Starter,1
993,911,2,2024-07-14,2024-11-01,downgraded,199,2024-11-01,110,Pro,2
994,911,1,2024-11-01,2025-01-01,churned,49,2025-01-01,61,Starter,1
995,912,1,2024-08-13,2025-10-01,churned,49,2025-10-01,414,Starter,1
996,913,2,2025-07-03,,active,199,2026-06-30,362,Pro,2
997,914,3,2025-01-12,2025-12-01,churned,799,2025-12-01,323,Enterprise,3
998,915,1,2024-04-20,2024-05-01,churned,49,2024-05-01,11,Starter,1
999,916,1,2025-12-27,,active,49,2026-06-30,185,Starter,1
1000,917,2,2024-11-24,,active,199,2026-06-30,583,Pro,2
1001,918,2,2025-08-05,2026-06-01,upgraded,199,2026-06-01,300,Pro,2
1002,918,3,2026-06-01,,active,799,2026-06-30,29,Enterprise,3
1003,919,3,2024-02-24,,active,799,2026-06-30,857,Enterprise,3
1004,920,1,2024-08-18,,active,49,2026-06-30,681,Starter,1
1005,921,2,2026-05-18,,active,199,2026-06-30,43,Pro,2
1006,922,1,2026-04-24,,active,49,2026-06-30,67,Starter,1
1007,923,2,2023-11-05,2025-06-01,churned,199,2025-06-01,574,Pro,2
1008,924,2,2025-09-04,,active,199,2026-06-30,299,Pro,2
1009,925,3,2025-08-25,,active,799,2026-06-30,309,Enterprise,3
1010,926,1,2024-03-03,2024-06-01,churned,49,2024-06-01,90,Starter,1
1011,927,1,2025-09-19,2026-02-01,churned,49,2026-02-01,135,Starter,1
1012,928,1,2025-10-08,,active,49,2026-06-30,265,Starter,1
1013,929,3,2025-04-16,,active,799,2026-06-30,440,Enterprise,3
1014,930,1,2025-03-05,,active,49,2026-06-30,482,Starter,1
1015,931,1,2024-08-06,,active,49,2026-06-30,693,Starter,1
1016,932,1,2024-06-21,2024-07-01,churned,49,2024-07-01,10,Starter,1
1017,933,2,2024-09-11,,active,199,2026-06-30,657,Pro,2
1018,934,1,2025-11-16,,active,49,2026-06-30,226,Starter,1
1019,935,3,2024-05-09,2024-06-01,churned,799,2024-06-01,23,Enterprise,3
1020,936,3,2026-06-24,,active,799,2026-06-30,6,Enterprise,3
1021,937,1,2025-09-28,2026-03-01,churned,49,2026-03-01,154,Starter,1
1022,938,2,2025-11-25,,active,199,2026-06-30,217,Pro,2
1023,939,2,2025-02-18,2025-11-01,churned,199,2025-11-01,256,Pro,2
1024,940,1,2024-09-25,,active,49,2026-06-30,643,Starter,1
1025,941,1,2025-08-17,,active,49,2026-06-30,317,Starter,1
1026,942,2,2025-07-28,,active,199,2026-06-30,337,Pro,2
1027,943,1,2024-04-17,2024-12-01,churned,49,2024-12-01,228,Starter,1
1028,944,3,2026-05-22,,active,799,2026-06-30,39,Enterprise,3
1029,945,2,2026-02-02,2026-04-01,upgraded,199,2026-04-01,58,Pro,2
1030,945,3,2026-04-01,,active,799,2026-06-30,90,Enterprise,3
1031,946,1,2025-02-08,2025-02-01,churned,49,2025-02-01,0,Starter,1
1032,947,3,2025-03-13,,active,799,2026-06-30,474,Enterprise,3
1033,948,1,2025-09-11,,active,49,2026-06-30,292,Starter,1
1034,949,2,2026-02-27,,active,199,2026-06-30,123,Pro,2
1035,950,2,2025-12-21,,active,199,2026-06-30,191,Pro,2
1036,951,2,2025-05-17,,active,199,2026-06-30,409,Pro,2
1037,952,2,2024-05-12,2024-08-01,upgraded,199,2024-08-01,81,Pro,2
1038,952,3,2024-08-01,,active,799,2026-06-30,698,Enterprise,3
1039,953,2,2025-05-01,2025-10-01,downgraded,199,2025-10-01,153,Pro,2
1040,953,1,2025-10-01,2026-03-01,churned,49,2026-03-01,151,Starter,1
1041,954,1,2025-01-17,2025-03-01,churned,49,2025-03-01,43,Starter,1
1042,955,1,2024-05-20,2025-03-01,churned,49,2025-03-01,285,Starter,1
1043,956,1,2025-07-11,,active,49,2026-06-30,354,Starter,1
1044,957,1,2025-04-19,2025-07-01,churned,49,2025-07-01,73,Starter,1
1045,958,1,2025-09-05,,active,49,2026-06-30,298,Starter,1
1046,959,1,2025-08-19,,active,49,2026-06-30,315,Starter,1
1047,960,3,2023-10-13,2025-06-01,downgraded,799,2025-06-01,597,Enterprise,3
1048,960,2,2025-06-01,,active,199,2026-06-30,394,Pro,2
1049,961,1,2026-04-24,,active,49,2026-06-30,67,Starter,1
1050,962,3,2024-03-20,2025-10-01,churned,799,2025-10-01,560,Enterprise,3
1051,963,1,2024-07-14,2025-07-01,churned,49,2025-07-01,352,Starter,1
1052,964,2,2025-12-20,2026-06-01,downgraded,199,2026-06-01,163,Pro,2
1053,964,1,2026-06-01,,active,49,2026-06-30,29,Starter,1
1054,965,2,2026-06-15,,active,199,2026-06-30,15,Pro,2
1055,966,1,2026-04-04,,active,49,2026-06-30,87,Starter,1
1056,967,3,2025-11-14,,active,799,2026-06-30,228,Enterprise,3
1057,968,1,2024-01-20,2025-10-01,churned,49,2025-10-01,620,Starter,1
1058,969,2,2023-07-03,2024-05-01,churned,199,2024-05-01,303,Pro,2
1059,970,3,2023-08-01,2023-12-01,churned,799,2023-12-01,122,Enterprise,3
1060,971,2,2026-05-14,,active,199,2026-06-30,47,Pro,2
1061,972,2,2024-04-26,,active,199,2026-06-30,795,Pro,2
1062,973,2,2025-05-24,,active,199,2026-06-30,402,Pro,2
1063,974,2,2025-06-05,2025-08-01,downgraded,199,2025-08-01,57,Pro,2
1064,974,1,2025-08-01,,active,49,2026-06-30,333,Starter,1
1065,975,3,2025-07-10,,active,799,2026-06-30,355,Enterprise,3
1066,976,1,2026-05-23,,active,49,2026-06-30,38,Starter,1
1067,977,2,2024-09-01,2026-03-01,downgraded,199,2026-03-01,546,Pro,2
1068,977,1,2026-03-01,,active,49,2026-06-30,121,Starter,1
1069,978,1,2024-04-12,2025-03-01,churned,49,2025-03-01,323,Starter,1
1070,979,2,2025-02-28,2025-08-01,downgraded,199,2025-08-01,154,Pro,2
1071,979,1,2025-08-01,,active,49,2026-06-30,333,Starter,1
1072,980,2,2025-09-13,2026-01-01,downgraded,199,2026-01-01,110,Pro,2
1073,980,1,2026-01-01,,active,49,2026-06-30,180,Starter,1
1074,981,2,2024-07-06,2025-03-01,downgraded,199,2025-03-01,238,Pro,2
1075,981,1,2025-03-01,2025-12-01,churned,49,2025-12-01,275,Starter,1
1076,982,1,2026-01-19,,active,49,2026-06-30,162,Starter,1
1077,983,2,2026-05-28,,active,199,2026-06-30,33,Pro,2
1078,984,1,2025-05-06,2025-07-01,churned,49,2025-07-01,56,Starter,1
1079,985,2,2025-07-18,2026-02-01,churned,199,2026-02-01,198,Pro,2
1080,986,1,2024-03-21,2024-04-01,churned,49,2024-04-01,11,Starter,1
1081,987,1,2024-11-14,,active,49,2026-06-30,593,Starter,1
1082,988,1,2025-08-02,,active,49,2026-06-30,332,Starter,1
1083,989,1,2026-05-17,,active,49,2026-06-30,44,Starter,1
1084,990,1,2024-12-27,2025-05-01,churned,49,2025-05-01,125,Starter,1
1085,991,2,2026-01-22,,active,199,2026-06-30,159,Pro,2
1086,992,1,2026-04-20,,active,49,2026-06-30,71,Starter,1
1087,993,2,2025-04-02,,active,199,2026-06-30,454,Pro,2
1088,994,3,2025-04-09,,active,799,2026-06-30,447,Enterprise,3
1089,995,1,2023-07-07,2023-10-01,churned,49,2023-10-01,86,Starter,1
1090,996,1,2024-08-18,2026-04-01,churned,49,2026-04-01,591,Starter,1
1091,997,3,2025-06-12,,active,799,2026-06-30,383,Enterprise,3
1092,998,3,2024-12-15,,active,799,2026-06-30,562,Enterprise,3
1093,999,1,2026-02-17,,active,49,2026-06-30,133,Starter,1
1094,1000,1,2023-12-26,2023-12-01,churned,49,2023-12-01,0,Starter,1
