payment_id,subscription_id,customer_id,payment_date,amount,status
5424,523,482,2026-02-08,799,succeeded
5425,523,482,2026-03-06,799,succeeded
5426,523,482,2026-04-07,799,succeeded
5427,523,482,2026-05-06,799,succeeded
5428,523,482,2026-06-08,799,succeeded
5429,524,483,2026-06-21,199,succeeded
5430,525,484,2025-01-11,199,succeeded
5431,525,484,2025-02-08,199,succeeded
5432,525,484,2025-03-10,199,succeeded
5433,525,484,2025-04-09,199,succeeded
5434,525,484,2025-05-09,199,succeeded
5435,525,484,2025-06-11,199,succeeded
5436,525,484,2025-07-11,199,failed
5437,525,484,2025-07-15,199,succeeded
5438,525,484,2025-08-10,199,succeeded
5439,525,484,2025-09-10,199,succeeded
5440,525,484,2025-10-08,199,succeeded
5441,525,484,2025-11-08,199,succeeded
5442,525,484,2025-12-10,199,succeeded
5443,525,484,2026-01-10,199,succeeded
5444,525,484,2026-02-12,199,succeeded
5445,525,484,2026-03-10,199,succeeded
5446,525,484,2026-04-10,199,succeeded
5447,526,485,2026-03-18,199,succeeded
5448,526,485,2026-04-16,199,succeeded
5449,526,485,2026-05-17,199,succeeded
5450,526,485,2026-06-16,199,succeeded
5451,527,486,2025-12-10,799,succeeded
5452,527,486,2026-01-09,799,succeeded
5453,527,486,2026-02-06,799,succeeded
5454,527,486,2026-03-06,799,succeeded
5455,527,486,2026-04-08,799,succeeded
5456,527,486,2026-05-06,799,succeeded
5457,527,486,2026-06-07,799,succeeded
5458,528,487,2026-03-24,49,succeeded
5459,528,487,2026-04-23,49,succeeded
5460,528,487,2026-05-24,49,succeeded
5461,528,487,2026-06-21,49,succeeded
5462,529,488,2025-12-15,49,succeeded
5463,529,488,2026-01-18,49,succeeded
5464,529,488,2026-02-17,49,succeeded
5465,529,488,2026-03-17,49,succeeded
5466,529,488,2026-04-17,49,succeeded
5467,529,488,2026-05-14,49,succeeded
5468,529,488,2026-06-16,49,succeeded
5469,530,489,2024-03-12,799,succeeded
5470,530,489,2024-04-11,799,succeeded
5471,530,489,2024-05-12,799,succeeded
5472,530,489,2024-06-09,799,failed
5473,530,489,2024-06-11,799,succeeded
5474,530,489,2024-07-11,799,succeeded
5475,530,489,2024-08-11,799,succeeded
5476,530,489,2024-09-09,799,succeeded
5477,530,489,2024-10-12,799,failed
5478,530,489,2024-11-10,799,succeeded
5479,530,489,2024-12-08,799,succeeded
5480,530,489,2025-01-12,799,succeeded
5481,530,489,2025-02-09,799,succeeded
5482,530,489,2025-03-10,799,succeeded
5483,530,489,2025-04-11,799,succeeded
5484,530,489,2025-05-12,799,succeeded
5485,530,489,2025-06-09,799,succeeded
5486,530,489,2025-07-09,799,succeeded
5487,530,489,2025-08-11,799,succeeded
5488,530,489,2025-09-12,799,failed
5489,530,489,2025-09-17,799,succeeded
5490,530,489,2025-10-11,799,succeeded
5491,530,489,2025-11-10,799,succeeded
5492,530,489,2025-12-11,799,succeeded
5493,530,489,2026-01-08,799,succeeded
5494,530,489,2026-02-09,799,succeeded
5495,530,489,2026-03-11,799,succeeded
5496,530,489,2026-04-12,799,succeeded
5497,530,489,2026-05-08,799,succeeded
5498,530,489,2026-06-08,799,succeeded
5499,531,490,2023-12-19,799,succeeded
5500,531,490,2024-01-16,799,succeeded
5501,531,490,2024-02-17,799,succeeded
5502,531,490,2024-03-18,799,succeeded
5503,531,490,2024-04-16,799,succeeded
5504,531,490,2024-05-17,799,succeeded
5505,531,490,2024-06-17,799,succeeded
5506,531,490,2024-07-15,799,succeeded
5507,531,490,2024-08-17,799,succeeded
5508,531,490,2024-09-19,799,succeeded
5509,531,490,2024-10-19,799,succeeded
5510,531,490,2024-11-16,799,succeeded
5511,531,490,2024-12-16,799,succeeded
5512,531,490,2025-01-18,799,succeeded
5513,531,490,2025-02-15,799,succeeded
5514,531,490,2025-03-15,799,succeeded
5515,531,490,2025-04-19,799,succeeded
5516,531,490,2025-05-15,799,succeeded
5517,531,490,2025-06-17,799,succeeded
5518,531,490,2025-07-18,799,succeeded
5519,531,490,2025-08-18,799,succeeded
5520,531,490,2025-09-17,799,succeeded
5521,531,490,2025-10-16,799,succeeded
5522,531,490,2025-11-16,799,succeeded
5523,531,490,2025-12-17,799,succeeded
5524,531,490,2026-01-19,799,succeeded
5525,531,490,2026-02-15,799,succeeded
5526,531,490,2026-03-16,799,succeeded
5527,531,490,2026-04-19,799,succeeded
5528,531,490,2026-05-16,799,succeeded
5529,531,490,2026-06-17,799,succeeded
5530,532,491,2023-07-19,199,succeeded
5531,532,491,2023-08-18,199,succeeded
5532,532,491,2023-09-21,199,succeeded
5533,532,491,2023-10-17,199,succeeded
5534,532,491,2023-11-19,199,succeeded
5535,532,491,2023-12-20,199,succeeded
5536,532,491,2024-01-20,199,succeeded
5537,532,491,2024-02-18,199,succeeded
5538,532,491,2024-03-18,199,failed
5539,532,491,2024-03-22,199,succeeded
5540,532,491,2024-04-21,199,succeeded
5541,532,491,2024-05-20,199,succeeded
5542,532,491,2024-06-21,199,succeeded
5543,532,491,2024-07-21,199,failed
5544,532,491,2024-08-21,199,succeeded
5545,532,491,2024-09-20,199,succeeded
5546,532,491,2024-10-17,199,succeeded
5547,532,491,2024-11-18,199,succeeded
5548,532,491,2024-12-17,199,succeeded
5549,532,491,2025-01-17,199,succeeded
5550,532,491,2025-02-17,199,succeeded
5551,532,491,2025-03-18,199,succeeded
5552,532,491,2025-04-20,199,succeeded
5553,532,491,2025-05-19,199,succeeded
5554,532,491,2025-06-18,199,succeeded
5555,532,491,2025-07-18,199,succeeded
5556,532,491,2025-08-19,199,succeeded
5557,532,491,2025-09-19,199,succeeded
5558,532,491,2025-10-21,199,succeeded
5559,532,491,2025-11-21,199,succeeded
5560,532,491,2025-12-18,199,succeeded
5561,532,491,2026-01-21,199,succeeded
5562,532,491,2026-02-20,199,succeeded
5563,532,491,2026-03-20,199,succeeded
5564,532,491,2026-04-21,199,succeeded
5565,532,491,2026-05-20,199,succeeded
5566,532,491,2026-06-17,199,succeeded
5567,533,492,2023-11-07,199,succeeded
5568,533,492,2023-12-03,199,succeeded
5569,533,492,2024-01-07,199,succeeded
5570,533,492,2024-02-07,199,succeeded
5571,533,492,2024-03-04,199,succeeded
5572,533,492,2024-04-04,199,succeeded
5573,533,492,2024-05-04,199,succeeded
5574,533,492,2024-06-03,199,succeeded
5575,533,492,2024-07-05,199,succeeded
5576,533,492,2024-08-04,199,succeeded
5577,533,492,2024-09-05,199,succeeded
5578,533,492,2024-10-06,199,succeeded
5579,533,492,2024-11-03,199,succeeded
5580,533,492,2024-12-07,199,succeeded
5581,533,492,2025-01-07,199,succeeded
5582,533,492,2025-02-07,199,succeeded
5583,533,492,2025-03-06,199,succeeded
5584,533,492,2025-04-04,199,succeeded
5585,533,492,2025-05-03,199,succeeded
5586,533,492,2025-06-06,199,succeeded
5587,533,492,2025-07-07,199,succeeded
5588,533,492,2025-08-05,199,succeeded
5589,533,492,2025-09-03,199,succeeded
5590,533,492,2025-10-04,199,succeeded
5591,533,492,2025-11-03,199,succeeded
5592,533,492,2025-12-06,199,succeeded
5593,533,492,2026-01-03,199,succeeded
5594,533,492,2026-02-06,199,succeeded
5595,533,492,2026-03-05,199,succeeded
5596,533,492,2026-04-05,199,succeeded
5597,533,492,2026-05-04,199,succeeded
5598,533,492,2026-06-07,199,succeeded
5599,534,493,2024-03-02,49,succeeded
5600,534,493,2024-03-30,49,succeeded
5601,534,493,2024-04-27,49,succeeded
5602,534,493,2024-05-29,49,succeeded
5603,534,493,2024-07-01,49,succeeded
5604,534,493,2024-07-31,49,succeeded
5605,535,494,2025-05-04,799,succeeded
5606,535,494,2025-06-02,799,failed
5607,535,494,2025-06-08,799,succeeded
5608,535,494,2025-07-05,799,succeeded
5609,535,494,2025-08-02,799,succeeded
5610,535,494,2025-09-05,799,succeeded
5611,535,494,2025-10-04,799,succeeded
5612,535,494,2025-11-06,799,succeeded
5613,535,494,2025-12-02,799,succeeded
5614,535,494,2026-01-06,799,succeeded
5615,535,494,2026-02-02,799,succeeded
5616,535,494,2026-03-05,799,succeeded
5617,535,494,2026-04-03,799,succeeded
5618,535,494,2026-05-03,799,succeeded
5619,535,494,2026-06-06,799,succeeded
5620,536,495,2025-08-25,199,succeeded
5621,536,495,2025-09-26,199,succeeded
5622,536,495,2025-10-22,199,succeeded
5623,536,495,2025-11-23,199,succeeded
5624,536,495,2025-12-26,199,succeeded
5625,536,495,2026-01-23,199,succeeded
5626,536,495,2026-02-25,199,succeeded
5627,536,495,2026-03-24,199,succeeded
5628,536,495,2026-04-23,199,succeeded
5629,536,495,2026-05-26,199,failed
5630,536,495,2026-05-30,199,succeeded
5631,536,495,2026-06-26,199,succeeded
5632,537,496,2025-11-14,799,succeeded
5633,537,496,2025-12-11,799,succeeded
5634,537,496,2026-01-11,799,succeeded
5635,537,496,2026-02-12,799,succeeded
5636,537,496,2026-03-10,799,succeeded
5637,537,496,2026-04-12,799,succeeded
5638,537,496,2026-05-14,799,succeeded
5639,537,496,2026-06-12,799,succeeded
5640,538,497,2024-03-07,799,failed
5641,538,497,2024-03-12,799,succeeded
5642,538,497,2024-04-04,799,succeeded
5643,538,497,2024-05-07,799,succeeded
5644,538,497,2024-06-08,799,succeeded
5645,538,497,2024-07-05,799,succeeded
5646,538,497,2024-08-07,799,succeeded
5647,538,497,2024-09-05,799,succeeded
5648,538,497,2024-10-06,799,succeeded
5649,538,497,2024-11-07,799,succeeded
5650,538,497,2024-12-06,799,succeeded
5651,538,497,2025-01-07,799,succeeded
5652,538,497,2025-02-07,799,succeeded
5653,538,497,2025-03-07,799,succeeded
5654,538,497,2025-04-04,799,succeeded
5655,538,497,2025-05-04,799,succeeded
5656,538,497,2025-06-07,799,succeeded
5657,538,497,2025-07-04,799,succeeded
5658,538,497,2025-08-08,799,succeeded
5659,538,497,2025-09-04,799,succeeded
5660,538,497,2025-10-08,799,succeeded
5661,538,497,2025-11-05,799,succeeded
5662,538,497,2025-12-08,799,succeeded
5663,538,497,2026-01-06,799,succeeded
5664,538,497,2026-02-05,799,succeeded
5665,538,497,2026-03-07,799,succeeded
5666,538,497,2026-04-08,799,succeeded
5667,538,497,2026-05-08,799,succeeded
5668,538,497,2026-06-04,799,succeeded
5669,539,498,2025-10-24,799,succeeded
5670,539,498,2025-11-20,799,succeeded
5671,539,498,2025-12-21,799,succeeded
5672,539,498,2026-01-23,799,succeeded
5673,539,498,2026-02-24,799,succeeded
5674,539,498,2026-03-22,799,succeeded
5675,539,498,2026-04-24,799,succeeded
5676,539,498,2026-05-24,799,succeeded
5677,539,498,2026-06-20,799,succeeded
5678,540,499,2026-03-27,49,succeeded
5679,540,499,2026-04-29,49,succeeded
5680,540,499,2026-05-29,49,succeeded
5681,540,499,2026-06-28,49,succeeded
5682,541,500,2023-12-13,199,succeeded
5683,541,500,2024-01-09,199,succeeded
5684,541,500,2024-02-11,199,succeeded
5685,541,500,2024-03-11,199,succeeded
5686,541,500,2024-04-12,199,succeeded
5687,541,500,2024-05-10,199,succeeded
5688,541,500,2024-06-11,199,succeeded
5689,541,500,2024-07-10,199,succeeded
5690,541,500,2024-08-13,199,succeeded
5691,541,500,2024-09-11,199,succeeded
5692,541,500,2024-10-11,199,succeeded
5693,541,500,2024-11-11,199,succeeded
5694,541,500,2024-12-13,199,succeeded
5695,541,500,2025-01-11,199,succeeded
5696,541,500,2025-02-09,199,succeeded
5697,541,500,2025-03-10,199,succeeded
5698,541,500,2025-04-11,199,succeeded
5699,541,500,2025-05-13,199,succeeded
5700,541,500,2025-06-13,199,succeeded
5701,541,500,2025-07-11,199,succeeded
5702,541,500,2025-08-13,199,succeeded
5703,541,500,2025-09-10,199,succeeded
5704,541,500,2025-10-12,199,succeeded
5705,541,500,2025-11-09,199,succeeded
5706,541,500,2025-12-12,199,succeeded
5707,541,500,2026-01-11,199,succeeded
5708,541,500,2026-02-12,199,failed
5709,541,500,2026-02-18,199,succeeded
5710,541,500,2026-03-09,199,succeeded
5711,541,500,2026-04-12,199,succeeded
5712,541,500,2026-05-11,199,succeeded
5713,541,500,2026-06-11,199,succeeded
5714,542,501,2026-04-24,49,succeeded
5715,542,501,2026-05-26,49,succeeded
5716,542,501,2026-06-28,49,succeeded
5717,543,502,2024-09-15,799,succeeded
5718,543,502,2024-10-12,799,succeeded
5719,544,502,2024-11-03,199,failed
5720,544,502,2024-11-06,199,succeeded
5721,544,502,2024-12-03,199,succeeded
5722,544,502,2025-01-04,199,succeeded
5723,544,502,2025-02-02,199,succeeded
5724,544,502,2025-03-01,199,succeeded
5725,544,502,2025-04-04,199,succeeded
5726,544,502,2025-05-01,199,succeeded
5727,544,502,2025-06-01,199,succeeded
5728,544,502,2025-07-05,199,succeeded
5729,544,502,2025-08-03,199,succeeded
5730,544,502,2025-09-01,199,succeeded
5731,544,502,2025-10-01,199,succeeded
5732,544,502,2025-11-02,199,succeeded
5733,544,502,2025-12-02,199,succeeded
5734,544,502,2026-01-04,199,succeeded
5735,544,502,2026-02-03,199,succeeded
5736,544,502,2026-03-04,199,succeeded
5737,544,502,2026-04-03,199,succeeded
5738,544,502,2026-05-01,199,succeeded
5739,544,502,2026-06-01,199,succeeded
5740,545,503,2024-12-05,49,succeeded
5741,545,503,2025-01-05,49,succeeded
5742,545,503,2025-02-05,49,failed
5743,545,503,2025-03-05,49,succeeded
5744,545,503,2025-04-03,49,failed
5745,545,503,2025-05-03,49,succeeded
5746,545,503,2025-06-02,49,succeeded
5747,545,503,2025-07-03,49,succeeded
5748,545,503,2025-08-03,49,succeeded
5749,545,503,2025-09-02,49,succeeded
5750,545,503,2025-10-05,49,succeeded
5751,545,503,2025-11-04,49,succeeded
5752,545,503,2025-12-05,49,succeeded
5753,545,503,2026-01-01,49,succeeded
5754,545,503,2026-02-01,49,succeeded
5755,546,504,2025-03-10,199,succeeded
5756,546,504,2025-04-11,199,succeeded
5757,546,504,2025-05-13,199,succeeded
5758,546,504,2025-06-12,199,succeeded
5759,546,504,2025-07-10,199,succeeded
5760,546,504,2025-08-12,199,succeeded
5761,546,504,2025-09-12,199,succeeded
5762,546,504,2025-10-14,199,succeeded
5763,546,504,2025-11-10,199,failed
5764,546,504,2025-11-14,199,succeeded
5765,546,504,2025-12-13,199,succeeded
5766,546,504,2026-01-12,199,succeeded
5767,546,504,2026-02-11,199,succeeded
5768,546,504,2026-03-10,199,succeeded
5769,546,504,2026-04-14,199,succeeded
5770,546,504,2026-05-12,199,succeeded
5771,546,504,2026-06-13,199,succeeded
5772,547,505,2025-06-09,49,succeeded
5773,547,505,2025-07-08,49,succeeded
5774,547,505,2025-08-11,49,succeeded
5775,548,506,2024-10-29,799,succeeded
5776,548,506,2024-11-25,799,succeeded
5777,548,506,2024-12-28,799,succeeded
5778,548,506,2025-01-27,799,succeeded
5779,548,506,2025-02-26,799,failed
5780,548,506,2025-03-02,799,succeeded
5781,548,506,2025-03-28,799,succeeded
5782,548,506,2025-04-28,799,succeeded
5783,548,506,2025-05-29,799,succeeded
5784,548,506,2025-06-25,799,succeeded
5785,548,506,2025-07-29,799,succeeded
5786,548,506,2025-08-29,799,succeeded
5787,548,506,2025-09-25,799,failed
5788,548,506,2025-10-26,799,succeeded
5789,548,506,2025-11-28,799,succeeded
5790,548,506,2025-12-27,799,succeeded
5791,548,506,2026-01-27,799,succeeded
5792,548,506,2026-03-01,799,succeeded
5793,548,506,2026-03-25,799,succeeded
5794,548,506,2026-04-25,799,succeeded
5795,548,506,2026-05-29,799,succeeded
5796,548,506,2026-06-26,799,succeeded
5797,549,507,2026-04-17,199,succeeded
5798,549,507,2026-05-18,199,succeeded
5799,549,507,2026-06-19,199,succeeded
5800,550,508,2026-02-19,49,succeeded
5801,550,508,2026-03-22,49,succeeded
5802,550,508,2026-04-22,49,succeeded
5803,550,508,2026-05-20,49,succeeded
5804,550,508,2026-06-22,49,succeeded
5805,551,509,2026-02-05,199,succeeded
5806,551,509,2026-03-04,199,failed
5807,551,509,2026-03-07,199,succeeded
5808,551,509,2026-04-06,199,succeeded
5809,551,509,2026-05-06,199,succeeded
5810,551,509,2026-06-02,199,succeeded
5811,552,510,2024-03-24,49,succeeded
5812,552,510,2024-04-23,49,succeeded
5813,552,510,2024-05-23,49,succeeded
5814,552,510,2024-06-22,49,succeeded
5815,552,510,2024-07-23,49,succeeded
5816,552,510,2024-08-23,49,succeeded
5817,552,510,2024-09-26,49,succeeded
5818,552,510,2024-10-22,49,succeeded
5819,552,510,2024-11-23,49,succeeded
5820,552,510,2024-12-24,49,succeeded
5821,552,510,2025-01-26,49,succeeded
5822,552,510,2025-02-25,49,succeeded
5823,552,510,2025-03-22,49,succeeded
5824,552,510,2025-04-26,49,succeeded
5825,552,510,2025-05-25,49,succeeded
5826,552,510,2025-06-26,49,succeeded
5827,553,511,2023-10-09,49,succeeded
5828,553,511,2023-11-11,49,succeeded
5829,553,511,2023-12-10,49,succeeded
5830,553,511,2024-01-12,49,succeeded
5831,553,511,2024-02-12,49,succeeded
5832,553,511,2024-03-12,49,succeeded
5833,553,511,2024-04-10,49,succeeded
5834,554,512,2026-06-12,49,succeeded
5835,555,513,2025-02-24,799,succeeded
5836,555,513,2025-03-23,799,succeeded
5837,555,513,2025-04-25,799,succeeded
5838,555,513,2025-05-26,799,succeeded
5839,555,513,2025-06-22,799,succeeded
5840,555,513,2025-07-23,799,succeeded
5841,555,513,2025-08-23,799,succeeded
5842,555,513,2025-09-23,799,succeeded
5843,555,513,2025-10-26,799,succeeded
5844,555,513,2025-11-24,799,succeeded
5845,555,513,2025-12-23,799,succeeded
5846,555,513,2026-01-24,799,succeeded
5847,555,513,2026-02-26,799,succeeded
5848,555,513,2026-03-26,799,succeeded
5849,555,513,2026-04-24,799,succeeded
5850,555,513,2026-05-24,799,succeeded
5851,555,513,2026-06-22,799,succeeded
5852,556,514,2026-01-03,199,succeeded
5853,556,514,2026-02-03,199,succeeded
5854,556,514,2026-03-02,199,succeeded
5855,556,514,2026-04-04,199,succeeded
5856,556,514,2026-05-03,199,succeeded
5857,556,514,2026-06-01,199,succeeded
5858,557,515,2026-02-20,799,succeeded
5859,557,515,2026-03-19,799,succeeded
5860,557,515,2026-04-20,799,succeeded
5861,557,515,2026-05-19,799,succeeded
5862,557,515,2026-06-18,799,failed
5863,557,515,2026-06-23,799,succeeded
5864,558,516,2025-08-07,799,succeeded
5865,558,516,2025-09-06,799,succeeded
5866,558,516,2025-10-06,799,succeeded
5867,558,516,2025-11-08,799,succeeded
5868,558,516,2025-12-07,799,succeeded
5869,558,516,2026-01-08,799,succeeded
5870,558,516,2026-02-07,799,failed
5871,558,516,2026-02-13,799,succeeded
5872,558,516,2026-03-05,799,succeeded
5873,558,516,2026-04-08,799,succeeded
5874,558,516,2026-05-04,799,succeeded
5875,558,516,2026-06-07,799,succeeded
5876,559,517,2025-11-18,49,succeeded
5877,559,517,2025-12-19,49,succeeded
5878,559,517,2026-01-20,49,succeeded
5879,559,517,2026-02-20,49,succeeded
5880,559,517,2026-03-18,49,succeeded
5881,560,518,2024-07-16,799,succeeded
5882,560,518,2024-08-15,799,succeeded
5883,560,518,2024-09-13,799,failed
5884,560,518,2024-10-13,799,succeeded
5885,560,518,2024-11-16,799,succeeded
5886,560,518,2024-12-13,799,succeeded
5887,560,518,2025-01-14,799,succeeded
5888,560,518,2025-02-13,799,succeeded
5889,560,518,2025-03-16,799,succeeded
5890,560,518,2025-04-16,799,succeeded
5891,560,518,2025-05-12,799,succeeded
5892,561,518,2025-06-01,199,succeeded
5893,561,518,2025-07-01,199,succeeded
5894,561,518,2025-08-04,199,succeeded
5895,561,518,2025-09-01,199,succeeded
5896,561,518,2025-10-05,199,succeeded
5897,561,518,2025-11-05,199,succeeded
5898,561,518,2025-12-04,199,succeeded
5899,561,518,2026-01-05,199,succeeded
5900,561,518,2026-02-05,199,succeeded
5901,561,518,2026-03-04,199,succeeded
5902,561,518,2026-04-03,199,succeeded
5903,561,518,2026-05-04,199,succeeded
5904,561,518,2026-06-04,199,succeeded
5905,562,519,2025-08-10,49,failed
5906,562,519,2025-08-13,49,succeeded
5907,562,519,2025-09-12,49,succeeded
5908,562,519,2025-10-10,49,succeeded
5909,562,519,2025-11-09,49,succeeded
5910,562,519,2025-12-09,49,failed
5911,562,519,2025-12-12,49,succeeded
5912,562,519,2026-01-08,49,succeeded
5913,562,519,2026-02-10,49,succeeded
5914,562,519,2026-03-11,49,succeeded
5915,562,519,2026-04-11,49,succeeded
5916,563,520,2025-02-23,199,succeeded
5917,563,520,2025-03-23,199,succeeded
5918,563,520,2025-04-23,199,succeeded
5919,563,520,2025-05-22,199,failed
5920,563,520,2025-05-24,199,succeeded
5921,563,520,2025-06-21,199,succeeded
5922,563,520,2025-07-21,199,succeeded
5923,563,520,2025-08-23,199,succeeded
5924,563,520,2025-09-23,199,succeeded
5925,563,520,2025-10-24,199,succeeded
5926,563,520,2025-11-22,199,succeeded
5927,563,520,2025-12-21,199,succeeded
5928,563,520,2026-01-21,199,succeeded
5929,563,520,2026-02-22,199,succeeded
5930,563,520,2026-03-23,199,succeeded
5931,563,520,2026-04-23,199,succeeded
5932,563,520,2026-05-25,199,succeeded
5933,563,520,2026-06-21,199,succeeded
5934,564,521,2023-12-20,49,succeeded
5935,564,521,2024-01-18,49,failed
5936,564,521,2024-01-22,49,succeeded
5937,564,521,2024-02-18,49,succeeded
5938,564,521,2024-03-19,49,succeeded
5939,564,521,2024-04-16,49,succeeded
5940,564,521,2024-05-16,49,succeeded
5941,564,521,2024-06-19,49,succeeded
5942,564,521,2024-07-18,49,succeeded
5943,564,521,2024-08-18,49,succeeded
5944,564,521,2024-09-19,49,succeeded
5945,564,521,2024-10-17,49,succeeded
5946,564,521,2024-11-19,49,succeeded
5947,564,521,2024-12-18,49,succeeded
5948,564,521,2025-01-19,49,succeeded
5949,565,522,2025-08-01,49,succeeded
5950,565,522,2025-08-30,49,succeeded
5951,565,522,2025-10-02,49,succeeded
5952,565,522,2025-10-29,49,succeeded
5953,565,522,2025-11-28,49,succeeded
5954,566,523,2025-02-07,799,succeeded
5955,566,523,2025-03-08,799,succeeded
5956,566,523,2025-04-06,799,succeeded
5957,566,523,2025-05-08,799,succeeded
5958,566,523,2025-06-05,799,succeeded
5959,566,523,2025-07-08,799,succeeded
5960,566,523,2025-08-06,799,succeeded
5961,566,523,2025-09-06,799,succeeded
5962,566,523,2025-10-06,799,succeeded
5963,566,523,2025-11-07,799,succeeded
5964,566,523,2025-12-06,799,succeeded
5965,566,523,2026-01-04,799,succeeded
5966,566,523,2026-02-04,799,succeeded
5967,566,523,2026-03-06,799,succeeded
5968,566,523,2026-04-08,799,succeeded
5969,566,523,2026-05-08,799,succeeded
5970,566,523,2026-06-04,799,succeeded
5971,567,524,2024-08-23,199,succeeded
5972,567,524,2024-09-24,199,failed
5973,567,524,2024-09-27,199,succeeded
5974,567,524,2024-10-23,199,failed
5975,567,524,2024-10-27,199,succeeded
5976,567,524,2024-11-23,199,succeeded
5977,567,524,2024-12-24,199,succeeded
5978,567,524,2025-01-25,199,succeeded
5979,567,524,2025-02-24,199,succeeded
5980,568,524,2025-03-05,799,succeeded
5981,568,524,2025-04-04,799,succeeded
5982,568,524,2025-05-02,799,succeeded
5983,568,524,2025-06-05,799,succeeded
5984,568,524,2025-07-01,799,succeeded
5985,568,524,2025-08-05,799,failed
5986,568,524,2025-09-03,799,succeeded
5987,568,524,2025-10-03,799,succeeded
5988,568,524,2025-11-03,799,succeeded
5989,568,524,2025-12-05,799,succeeded
5990,568,524,2026-01-03,799,succeeded
5991,568,524,2026-02-01,799,succeeded
5992,568,524,2026-03-02,799,succeeded
5993,568,524,2026-04-03,799,succeeded
5994,568,524,2026-05-05,799,succeeded
5995,568,524,2026-06-03,799,succeeded
5996,569,525,2026-03-25,199,succeeded
5997,569,525,2026-04-22,199,succeeded
5998,569,525,2026-05-26,199,succeeded
5999,569,525,2026-06-23,199,succeeded
6000,570,526,2026-06-10,799,succeeded
6001,571,527,2023-12-06,799,succeeded
6002,571,527,2024-01-08,799,succeeded
6003,571,527,2024-02-08,799,succeeded
6004,571,527,2024-03-07,799,succeeded
6005,571,527,2024-04-09,799,succeeded
6006,571,527,2024-05-06,799,succeeded
6007,571,527,2024-06-09,799,succeeded
6008,571,527,2024-07-08,799,succeeded
6009,571,527,2024-08-07,799,succeeded
6010,572,527,2024-09-03,199,succeeded
6011,572,527,2024-10-05,199,failed
6012,572,527,2024-11-03,199,succeeded
6013,572,527,2024-12-05,199,succeeded
6014,572,527,2025-01-03,199,succeeded
6015,572,527,2025-02-05,199,succeeded
6016,572,527,2025-03-03,199,succeeded
6017,572,527,2025-04-04,199,succeeded
6018,572,527,2025-05-04,199,succeeded
6019,572,527,2025-06-01,199,succeeded
6020,572,527,2025-07-02,199,succeeded
6021,572,527,2025-08-03,199,succeeded
6022,572,527,2025-09-04,199,succeeded
6023,572,527,2025-10-05,199,succeeded
6024,572,527,2025-11-03,199,succeeded
6025,573,527,2025-11-01,49,succeeded
6026,573,527,2025-12-01,49,succeeded
6027,573,527,2026-01-01,49,succeeded
6028,573,527,2026-02-05,49,succeeded
6029,573,527,2026-03-01,49,succeeded
6030,573,527,2026-04-02,49,succeeded
6031,573,527,2026-05-03,49,succeeded
6032,573,527,2026-06-05,49,succeeded
6033,575,529,2025-11-25,799,succeeded
6034,575,529,2025-12-24,799,succeeded
6035,575,529,2026-01-26,799,succeeded
6036,575,529,2026-02-24,799,succeeded
6037,575,529,2026-03-22,799,succeeded
6038,575,529,2026-04-25,799,succeeded
6039,575,529,2026-05-26,799,succeeded
6040,575,529,2026-06-24,799,succeeded
6041,576,530,2026-01-28,799,succeeded
6042,576,530,2026-02-28,799,succeeded
6043,576,530,2026-03-30,799,succeeded
6044,576,530,2026-04-26,799,succeeded
6045,576,530,2026-05-27,799,succeeded
6046,576,530,2026-06-26,799,succeeded
6047,577,531,2023-09-06,49,succeeded
6048,577,531,2023-10-05,49,failed
6049,577,531,2023-10-08,49,succeeded
6050,577,531,2023-11-04,49,succeeded
6051,577,531,2023-12-06,49,succeeded
6052,577,531,2024-01-02,49,succeeded
6053,577,531,2024-02-06,49,succeeded
6054,577,531,2024-03-03,49,succeeded
6055,577,531,2024-04-06,49,succeeded
6056,577,531,2024-05-02,49,succeeded
6057,577,531,2024-06-05,49,succeeded
6058,577,531,2024-07-05,49,succeeded
6059,577,531,2024-08-03,49,succeeded
6060,577,531,2024-09-03,49,succeeded
6061,577,531,2024-10-02,49,succeeded
6062,577,531,2024-11-02,49,succeeded
6063,577,531,2024-12-05,49,succeeded
6064,577,531,2025-01-06,49,succeeded
6065,577,531,2025-02-03,49,succeeded
6066,578,532,2024-02-29,49,succeeded
6067,578,532,2024-03-25,49,succeeded
6068,579,533,2024-11-04,799,succeeded
6069,579,533,2024-12-05,799,succeeded
6070,579,533,2025-01-05,799,succeeded
6071,579,533,2025-02-03,799,succeeded
6072,579,533,2025-03-03,799,succeeded
6073,579,533,2025-04-02,799,succeeded
6074,579,533,2025-05-05,799,succeeded
6075,579,533,2025-06-03,799,failed
6076,579,533,2025-06-08,799,succeeded
6077,579,533,2025-07-04,799,succeeded
6078,579,533,2025-08-03,799,succeeded
6079,579,533,2025-09-01,799,succeeded
6080,579,533,2025-10-05,799,succeeded
6081,580,534,2025-06-14,49,succeeded
6082,580,534,2025-07-13,49,succeeded
6083,580,534,2025-08-13,49,succeeded
6084,580,534,2025-09-14,49,succeeded
6085,580,534,2025-10-15,49,succeeded
6086,580,534,2025-11-12,49,succeeded
6087,580,534,2025-12-15,49,succeeded
6088,580,534,2026-01-13,49,succeeded
6089,580,534,2026-02-12,49,succeeded
6090,580,534,2026-03-14,49,succeeded
6091,580,534,2026-04-13,49,succeeded
