customer_id,company_name,country,industry,employee_size_band,signup_date,signup_quarter
663,"Brown, Mcknight and Michael",United States,Branding Agency,11-50,2024-09-12,2024Q3
664,Andersen Group,United Kingdom,Design Studio,11-50,2025-01-24,2025Q1
665,Mitchell and Sons,Germany,Marketing Agency,1-10,2024-03-14,2024Q1
666,Cannon Ltd,United Kingdom,PR Agency,11-50,2026-04-01,2026Q2
667,"Stuart, Brooks and Vance",United States,Dev Shop / Software Consulting,11-50,2026-01-24,2026Q1
668,Kane-Knox,United States,Design Studio,11-50,2024-11-14,2024Q4
669,Miller-Brandt,United States,PR Agency,51+,2025-07-09,2025Q3
670,"Anderson, Dalton and Wilson",Portugal,Digital Agency,51+,2024-05-14,2024Q2
671,"Long, Anderson and Irwin",United States,Marketing Agency,51+,2024-11-19,2024Q4
672,Avila LLC,United States,Marketing Agency,11-50,2026-02-19,2026Q1
673,Nunez-Stephens,United Kingdom,Design Studio,51+,2025-09-10,2025Q3
674,"Gray, Hall and Murray",United States,PR Agency,11-50,2023-08-27,2023Q3
675,Hill Ltd,United States,Marketing Agency,1-10,2024-09-07,2024Q3
676,Johnson Ltd,Germany,Marketing Agency,1-10,2025-01-06,2025Q1
677,Mendez-Mayer,United States,Management Consulting,1-10,2024-06-25,2024Q2
678,Allen Inc,United States,Marketing Agency,1-10,2025-01-03,2025Q1
679,Wheeler Group,Germany,Unknown,11-50,2026-05-20,2026Q2
680,"Powers, Brennan and Sanchez",Germany,Marketing Agency,1-10,2026-05-23,2026Q2
681,Morales and Sons,United States,PR Agency,11-50,2024-01-10,2024Q1
682,"Robinson, Shields and Brown",Portugal,Branding Agency,1-10,2024-04-28,2024Q2
683,"Holder, Young and Hendricks",Germany,Branding Agency,1-10,2025-08-04,2025Q3
684,"Flores, Harper and Chambers",United States,Dev Shop / Software Consulting,1-10,2025-01-25,2025Q1
685,Young-Walter,United States,Management Consulting,11-50,2026-03-22,2026Q1
686,"Boyd, Gutierrez and Hill",United Kingdom,Management Consulting,11-50,2024-04-27,2024Q2
687,"Fry, Hobbs and Buck",Portugal,PR Agency,1-10,2026-03-15,2026Q1
688,"Shelton, Peters and Williams",United States,Dev Shop / Software Consulting,11-50,2026-04-11,2026Q2
689,David-Powers,Portugal,Digital Agency,1-10,2025-10-14,2025Q4
690,"Flores, Butler and Hernandez",United States,PR Agency,1-10,2025-01-14,2025Q1
691,White-Medina,United States,Management Consulting,1-10,2026-03-15,2026Q1
692,Atkinson LLC,United States,Design Studio,11-50,2024-10-21,2024Q4
693,"Thomas, Ford and Brown",United Kingdom,Marketing Agency,11-50,2026-03-03,2026Q1
694,Faulkner-Grant,United States,Dev Shop / Software Consulting,1-10,2024-09-17,2024Q3
695,Price LLC,Portugal,Marketing Agency,11-50,2025-02-13,2025Q1
696,Rivera Inc,United States,Branding Agency,11-50,2026-06-12,2026Q2
697,Boone-Davis,United Kingdom,Design Studio,1-10,2024-11-01,2024Q4
698,"Calderon, Williams and Bennett",United States,Dev Shop / Software Consulting,51+,2026-04-09,2026Q2
699,"Morrison, Russo and Lopez",Portugal,Dev Shop / Software Consulting,11-50,2026-05-19,2026Q2
700,"Ramsey, Hansen and Mendoza",Portugal,PR Agency,1-10,2025-10-08,2025Q4
701,Turner-Stout,Germany,Marketing Agency,51+,2023-07-25,2023Q3
702,Giles Ltd,United States,Dev Shop / Software Consulting,11-50,2025-02-13,2025Q1
703,Burgess Group,Germany,Design Studio,11-50,2025-10-08,2025Q4
704,Dominguez Ltd,Germany,Digital Agency,11-50,2024-07-01,2024Q3
705,Sanders and Sons,United States,Design Studio,11-50,2024-09-19,2024Q3
706,"Morris, Campbell and Owens",Germany,Branding Agency,11-50,2024-09-18,2024Q3
707,"Howard, Green and Hunt",United Kingdom,Design Studio,1-10,2024-11-20,2024Q4
708,Owens-Lang,United Kingdom,Digital Agency,1-10,2026-03-07,2026Q1
709,"Harrison, Franco and Rocha",United States,Dev Shop / Software Consulting,1-10,2026-04-28,2026Q2
710,Edwards-Williams,United States,PR Agency,1-10,2026-04-05,2026Q2
711,Figueroa Inc,Germany,Marketing Agency,51+,2024-04-12,2024Q2
712,Tran-Silva,Germany,Management Consulting,11-50,2025-09-10,2025Q3
713,"Butler, Hernandez and Rivera",Portugal,Branding Agency,11-50,2025-10-26,2025Q4
714,Hudson-Sanchez,United Kingdom,PR Agency,1-10,2026-06-18,2026Q2
715,"Pena, Cohen and Scott",Portugal,Design Studio,11-50,2024-03-22,2024Q1
716,Levy-May,United States,PR Agency,1-10,2025-11-10,2025Q4
717,Murray-Oconnor,Germany,Digital Agency,51+,2024-09-13,2024Q3
718,Jackson-Cortez,Germany,Design Studio,11-50,2024-07-20,2024Q3
719,White-Preston,Germany,PR Agency,11-50,2024-06-19,2024Q2
720,"Bernard, Warren and Combs",United Kingdom,Marketing Agency,1-10,2026-03-08,2026Q1
721,Landry Ltd,United States,Marketing Agency,11-50,2025-01-27,2025Q1
722,Duran Group,United Kingdom,Branding Agency,51+,2023-12-01,2023Q4
723,Kirby and Sons,United States,Management Consulting,1-10,2024-02-26,2024Q1
724,Mann Inc,United States,PR Agency,1-10,2024-06-14,2024Q2
725,Wagner LLC,Portugal,Branding Agency,1-10,2023-10-12,2023Q4
726,Williamson Ltd,United States,Dev Shop / Software Consulting,1-10,2025-02-19,2025Q1
727,"Durham, Hopkins and Smith",Germany,Marketing Agency,1-10,2026-02-26,2026Q1
728,"Arnold, Smith and Moreno",United States,Marketing Agency,1-10,2024-04-03,2024Q2
729,Nichols-Mitchell,Portugal,Marketing Agency,1-10,2025-05-18,2025Q2
730,"Li, Craig and Drake",Portugal,Digital Agency,1-10,2025-08-16,2025Q3
731,Rodriguez Inc,United Kingdom,Digital Agency,11-50,2025-04-14,2025Q2
732,"Hernandez, Lee and Fox",United States,Design Studio,1-10,2025-05-14,2025Q2
733,Adams-Sanders,Germany,Management Consulting,11-50,2026-02-22,2026Q1
734,Chung-Stevens,United States,Digital Agency,1-10,2023-07-18,2023Q3
735,Branch and Sons,United States,Branding Agency,1-10,2024-09-03,2024Q3
736,Sutton-Abbott,Germany,Design Studio,11-50,2025-02-04,2025Q1
737,"Frey, Santos and Johnson",United States,Marketing Agency,1-10,2024-10-16,2024Q4
738,Gray-Tran,United States,Unknown,1-10,2026-04-22,2026Q2
739,Walsh Ltd,United Kingdom,Management Consulting,1-10,2026-01-13,2026Q1
740,Miller Group,United Kingdom,Branding Agency,1-10,2025-11-09,2025Q4
741,"Mueller, Knight and Hodge",United States,Unknown,1-10,2026-04-23,2026Q2
742,Jacobson Inc,United States,Digital Agency,1-10,2026-01-14,2026Q1
743,Lewis Ltd,United Kingdom,Dev Shop / Software Consulting,11-50,2023-07-13,2023Q3
744,"Alvarez, Williams and Jones",United Kingdom,Dev Shop / Software Consulting,11-50,2026-04-16,2026Q2
745,Lam-Elliott,United States,Branding Agency,1-10,2025-04-28,2025Q2
746,White LLC,United Kingdom,Dev Shop / Software Consulting,51+,2024-02-19,2024Q1
747,Ali PLC,United Kingdom,Dev Shop / Software Consulting,1-10,2025-11-15,2025Q4
748,Goodwin Ltd,Portugal,Dev Shop / Software Consulting,51+,2025-03-07,2025Q1
749,Hickman-Evans,United Kingdom,Branding Agency,51+,2025-12-07,2025Q4
750,"Allen, Davenport and Price",United Kingdom,Management Consulting,11-50,2024-04-11,2024Q2
751,"Rivera, Campos and Taylor",Portugal,Branding Agency,1-10,2025-07-18,2025Q3
752,"Ramsey, Mason and Mccann",United States,Branding Agency,1-10,2024-12-28,2024Q4
753,Davis and Sons,Germany,Dev Shop / Software Consulting,11-50,2025-09-14,2025Q3
754,Peterson PLC,United States,Digital Agency,11-50,2025-05-25,2025Q2
755,"Sanders, Ayala and Johnson",United States,Dev Shop / Software Consulting,1-10,2026-06-04,2026Q2
756,Bowers-Hayes,Portugal,Branding Agency,51+,2026-06-09,2026Q2
757,Kelly Group,United Kingdom,Marketing Agency,11-50,2026-06-06,2026Q2
758,Lopez-Willis,United States,PR Agency,11-50,2024-08-13,2024Q3
759,Miller-Montgomery,Portugal,Design Studio,1-10,2025-10-02,2025Q4
760,Marquez Inc,Portugal,Marketing Agency,51+,2024-10-11,2024Q4
761,Moore-Dawson,United States,Branding Agency,1-10,2025-06-28,2025Q2
762,"Moore, Price and Ward",United States,Unknown,51+,2023-07-10,2023Q3
763,Smith LLC,United Kingdom,Management Consulting,11-50,2024-09-24,2024Q3
764,Ward-Nelson,United Kingdom,Design Studio,1-10,2024-08-27,2024Q3
765,Miller Group,United Kingdom,Management Consulting,11-50,2025-11-27,2025Q4
766,Hawkins-Hunt,Germany,PR Agency,1-10,2023-11-17,2023Q4
767,Johnson LLC,Germany,Digital Agency,11-50,2026-05-01,2026Q2
768,"Davis, George and Nguyen",Portugal,Marketing Agency,1-10,2026-03-08,2026Q1
769,Smith-Gutierrez,United States,Design Studio,1-10,2023-10-09,2023Q4
770,Hardy PLC,United Kingdom,Marketing Agency,1-10,2025-06-22,2025Q2
771,Armstrong and Sons,United States,Design Studio,11-50,2024-11-28,2024Q4
772,"James, Taylor and Turner",United Kingdom,Dev Shop / Software Consulting,1-10,2024-01-09,2024Q1
773,Thomas-Jackson,Germany,Branding Agency,1-10,2026-05-02,2026Q2
774,Fisher-Washington,United Kingdom,Dev Shop / Software Consulting,51+,2025-07-08,2025Q3
775,Ward and Sons,Germany,Branding Agency,1-10,2025-12-17,2025Q4
776,"Weber, Wheeler and Gonzalez",Germany,Marketing Agency,11-50,2026-04-16,2026Q2
777,Taylor Inc,United Kingdom,Marketing Agency,11-50,2024-04-08,2024Q2
778,Cook-Oliver,Germany,PR Agency,1-10,2025-03-21,2025Q1
779,Alexander-Jordan,Portugal,Branding Agency,51+,2023-08-09,2023Q3
780,"Mccann, Taylor and Flores",United States,Digital Agency,11-50,2025-07-13,2025Q3
781,"Harris, Edwards and Oconnell",United States,Dev Shop / Software Consulting,51+,2025-08-27,2025Q3
782,Carter-Neal,United Kingdom,Management Consulting,11-50,2025-11-22,2025Q4
783,Faulkner-Casey,United States,PR Agency,51+,2026-02-11,2026Q1
784,Bennett-Velasquez,United States,PR Agency,11-50,2026-04-10,2026Q2
785,Diaz-Frederick,United Kingdom,Marketing Agency,1-10,2026-01-26,2026Q1
786,Vargas PLC,Germany,Management Consulting,1-10,2024-08-22,2024Q3
787,Maldonado PLC,United States,Management Consulting,1-10,2025-04-09,2025Q2
788,Benton Group,United Kingdom,Digital Agency,11-50,2024-05-23,2024Q2
789,"Clark, Salinas and Guerra",Germany,PR Agency,1-10,2025-11-08,2025Q4
790,Fuentes Group,United Kingdom,PR Agency,1-10,2025-03-12,2025Q1
791,"Porter, Schultz and Allen",Germany,Digital Agency,11-50,2024-11-06,2024Q4
792,"Moore, Henderson and Bennett",United Kingdom,PR Agency,11-50,2024-02-26,2024Q1
793,Ewing-Mendoza,Portugal,Management Consulting,51+,2024-02-21,2024Q1
794,Ferguson-Mclean,United States,Management Consulting,11-50,2026-06-14,2026Q2
795,"Barnes, Johnson and Schmitt",United States,Management Consulting,1-10,2025-11-15,2025Q4
796,"Woodard, Herrera and Little",United Kingdom,Digital Agency,51+,2025-07-19,2025Q3
797,Rodriguez and Sons,United States,Digital Agency,51+,2024-05-04,2024Q2
798,"Ortega, Jackson and Salazar",United States,Marketing Agency,1-10,2025-09-28,2025Q3
799,"Terrell, Byrd and Ross",United States,Branding Agency,1-10,2026-03-19,2026Q1
800,Sheppard-Jordan,Portugal,Dev Shop / Software Consulting,1-10,2023-12-23,2023Q4
801,Garcia and Sons,United States,Design Studio,1-10,2025-08-11,2025Q3
802,"Burgess, Grant and Watts",United States,Dev Shop / Software Consulting,1-10,2026-02-25,2026Q1
803,Griffin Group,Germany,Dev Shop / Software Consulting,1-10,2023-11-25,2023Q4
804,Barton-Chapman,United Kingdom,Branding Agency,11-50,2024-04-14,2024Q2
805,"Hernandez, Cuevas and Webb",United States,Design Studio,1-10,2025-04-24,2025Q2
806,Perry-Nixon,United States,Dev Shop / Software Consulting,1-10,2024-02-17,2024Q1
807,Guerra Ltd,Germany,Design Studio,11-50,2025-05-08,2025Q2
808,Bailey LLC,United States,Branding Agency,1-10,2024-06-17,2024Q2
809,Mueller-Boyd,United States,Management Consulting,11-50,2024-02-10,2024Q1
810,Alvarez-Kim,United Kingdom,Branding Agency,11-50,2026-01-22,2026Q1
811,"Chavez, Jones and Williams",United States,Management Consulting,51+,2025-03-25,2025Q1
812,"Wilson, Sweeney and Wong",Portugal,Unknown,51+,2025-08-01,2025Q3
813,"Marsh, Spears and Yang",Germany,PR Agency,1-10,2024-09-01,2024Q3
814,"Thompson, Moore and Castro",United States,PR Agency,1-10,2025-06-26,2025Q2
815,Hall-Sullivan,Portugal,Digital Agency,1-10,2025-08-20,2025Q3
816,Lopez Ltd,Portugal,PR Agency,11-50,2025-09-27,2025Q3
817,Foster-Mclaughlin,Germany,Branding Agency,1-10,2026-04-04,2026Q2
818,Cole Group,United Kingdom,PR Agency,1-10,2024-01-22,2024Q1
819,Smith-Lewis,United States,PR Agency,11-50,2025-07-17,2025Q3
820,Goodwin-Stokes,United Kingdom,Dev Shop / Software Consulting,1-10,2026-05-04,2026Q2
821,Ray PLC,United Kingdom,Dev Shop / Software Consulting,1-10,2024-09-04,2024Q3
822,Diaz and Sons,United Kingdom,Dev Shop / Software Consulting,11-50,2024-01-17,2024Q1
823,Wilson-Lambert,United States,Design Studio,1-10,2026-03-02,2026Q1
824,Rose-Fowler,Portugal,Branding Agency,11-50,2026-04-11,2026Q2
825,"Price, Long and Wilson",United States,Marketing Agency,1-10,2025-07-27,2025Q3
826,Bruce-Williamson,United Kingdom,Dev Shop / Software Consulting,51+,2025-04-17,2025Q2
827,"Mccarthy, Evans and Mendez",Germany,PR Agency,51+,2025-08-08,2025Q3
828,Powers LLC,Portugal,Marketing Agency,1-10,2024-02-04,2024Q1
829,Allen Inc,Portugal,Management Consulting,51+,2025-03-26,2025Q1
830,Brooks and Sons,United Kingdom,Dev Shop / Software Consulting,1-10,2025-09-25,2025Q3
831,"Price, Carlson and Andrews",United States,PR Agency,1-10,2024-12-06,2024Q4
832,Lopez-Reid,Portugal,Management Consulting,51+,2025-05-24,2025Q2
833,"Ellison, Arias and Thompson",Germany,Branding Agency,1-10,2024-02-13,2024Q1
834,Burns and Sons,United States,Dev Shop / Software Consulting,1-10,2024-07-16,2024Q3
835,Edwards Group,United Kingdom,Marketing Agency,11-50,2026-05-05,2026Q2
836,"Brown, Howard and Smith",United States,Design Studio,51+,2024-07-04,2024Q3
837,Lee Group,United Kingdom,PR Agency,11-50,2025-08-15,2025Q3
838,"Wagner, Simpson and Cohen",United States,Marketing Agency,1-10,2025-04-28,2025Q2
839,Mckinney-Wallace,Germany,Design Studio,51+,2025-11-16,2025Q4
840,Miller Inc,United States,Marketing Agency,1-10,2023-10-03,2023Q4
841,Carter LLC,United States,PR Agency,11-50,2026-06-17,2026Q2
842,Medina and Sons,United Kingdom,PR Agency,11-50,2026-03-28,2026Q1
843,Cunningham-Barton,United Kingdom,Marketing Agency,11-50,2025-02-14,2025Q1
844,Dunn-Wilson,United States,PR Agency,1-10,2025-10-21,2025Q4
845,Adams PLC,Germany,Digital Agency,11-50,2025-09-02,2025Q3
846,Weaver-Sherman,Portugal,Branding Agency,11-50,2025-07-28,2025Q3
847,"Alexander, Robinson and Coleman",United States,Management Consulting,11-50,2026-06-08,2026Q2
848,"Greer, Potter and Evans",United States,Digital Agency,11-50,2026-05-21,2026Q2
849,Cole LLC,Germany,Branding Agency,1-10,2026-01-26,2026Q1
850,Gonzales Inc,United States,Management Consulting,1-10,2024-09-04,2024Q3
851,Clark Ltd,Germany,Branding Agency,1-10,2025-08-14,2025Q3
852,"Norris, Callahan and Bishop",United Kingdom,Dev Shop / Software Consulting,11-50,2023-11-20,2023Q4
853,Martin-Taylor,United Kingdom,Digital Agency,51+,2025-08-07,2025Q3
854,Li Inc,United Kingdom,Dev Shop / Software Consulting,1-10,2026-01-02,2026Q1
855,"Bell, Campbell and Ryan",Germany,Dev Shop / Software Consulting,1-10,2025-04-20,2025Q2
856,Werner-Carter,Germany,Branding Agency,1-10,2024-03-04,2024Q1
857,"Adams, Hodge and Duke",Germany,Management Consulting,1-10,2025-08-27,2025Q3
858,"Ochoa, Taylor and Brady",Germany,Management Consulting,11-50,2025-06-23,2025Q2
859,Sellers-Riddle,Portugal,Dev Shop / Software Consulting,1-10,2024-04-23,2024Q2
860,"Martinez, Cline and Wright",United Kingdom,Unknown,1-10,2024-03-07,2024Q1
861,"Morris, Wright and Bridges",Portugal,Dev Shop / Software Consulting,1-10,2024-07-26,2024Q3
862,Burns-Ray,United States,Marketing Agency,11-50,2024-10-21,2024Q4
863,Burton-Brooks,United Kingdom,Branding Agency,11-50,2025-02-15,2025Q1
864,Schultz Inc,Portugal,Branding Agency,1-10,2025-03-01,2025Q1
865,Robertson-Ramirez,United States,Dev Shop / Software Consulting,51+,2026-01-19,2026Q1
866,Gibson-Freeman,United Kingdom,Design Studio,51+,2024-06-23,2024Q2
867,"Smith, Schroeder and Oconnor",Germany,Branding Agency,1-10,2024-06-22,2024Q2
868,"Stanton, Reid and Terry",Portugal,Branding Agency,11-50,2023-10-14,2023Q4
869,Flynn Group,Portugal,Management Consulting,11-50,2025-07-13,2025Q3
870,Donaldson and Sons,Portugal,Design Studio,1-10,2025-07-05,2025Q3
871,Adams-Clayton,Germany,Management Consulting,11-50,2024-12-27,2024Q4
872,Kelley-Anderson,Portugal,Digital Agency,11-50,2026-04-21,2026Q2
873,Kramer-Shannon,United States,PR Agency,11-50,2024-02-12,2024Q1
874,Williams Ltd,United States,Design Studio,11-50,2025-08-17,2025Q3
875,Smith-Noble,United Kingdom,Dev Shop / Software Consulting,11-50,2026-04-12,2026Q2
876,Alexander Inc,United Kingdom,PR Agency,51+,2026-01-14,2026Q1
877,Harris-Barker,Portugal,Dev Shop / Software Consulting,11-50,2026-06-14,2026Q2
878,Khan LLC,United Kingdom,Design Studio,1-10,2024-11-02,2024Q4
879,Baxter LLC,United States,Design Studio,11-50,2025-04-10,2025Q2
880,Pena LLC,United States,Dev Shop / Software Consulting,1-10,2023-12-10,2023Q4
881,Watson Ltd,United Kingdom,Branding Agency,1-10,2024-08-04,2024Q3
882,Williams Ltd,Germany,Design Studio,11-50,2026-05-24,2026Q2
883,Barber-Fischer,United States,Dev Shop / Software Consulting,11-50,2025-02-26,2025Q1
884,Rios-Padilla,Germany,Unknown,1-10,2024-08-13,2024Q3
885,Lewis Inc,Germany,Digital Agency,11-50,2025-03-02,2025Q1
886,Wheeler PLC,United States,Dev Shop / Software Consulting,11-50,2024-12-28,2024Q4
887,"Wallace, Smith and Cooper",Germany,PR Agency,51+,2024-11-23,2024Q4
888,Mcneil Group,Germany,Digital Agency,11-50,2025-03-07,2025Q1
889,"Anderson, Jones and Reyes",Portugal,Design Studio,1-10,2024-09-22,2024Q3
890,"Shaffer, Garcia and Richardson",Portugal,Marketing Agency,11-50,2025-10-13,2025Q4
891,Taylor-Ayala,United States,Design Studio,1-10,2024-05-19,2024Q2
892,May Ltd,United States,Design Studio,1-10,2025-12-02,2025Q4
893,Jones PLC,United States,PR Agency,1-10,2024-01-20,2024Q1
894,Bishop and Sons,United States,Digital Agency,11-50,2023-12-12,2023Q4
895,Bell-Lewis,Germany,Design Studio,11-50,2024-09-17,2024Q3
896,"Hernandez, Jenkins and Parks",United Kingdom,Digital Agency,1-10,2025-11-13,2025Q4
897,Miller Inc,United States,Management Consulting,1-10,2023-11-11,2023Q4
898,Goodwin PLC,United States,Digital Agency,11-50,2025-05-16,2025Q2
899,"Cruz, Richmond and Edwards",Germany,Marketing Agency,51+,2025-12-04,2025Q4
900,Wright Ltd,United Kingdom,Unknown,51+,2026-06-20,2026Q2
901,Wright PLC,United States,Branding Agency,51+,2024-06-26,2024Q2
902,"Griffith, Mitchell and Pugh",United States,Management Consulting,11-50,2024-05-01,2024Q2
903,Abbott Ltd,Germany,Dev Shop / Software Consulting,1-10,2023-09-17,2023Q3
904,Harris-Lawson,United States,Design Studio,51+,2024-05-11,2024Q2
905,Adkins LLC,Portugal,Dev Shop / Software Consulting,1-10,2026-03-18,2026Q1
906,"Brown, Hurst and Blevins",United Kingdom,PR Agency,1-10,2025-02-25,2025Q1
907,Cruz-Allen,Germany,Design Studio,11-50,2026-04-18,2026Q2
908,"Wheeler, Rice and Levine",Portugal,Branding Agency,11-50,2025-05-21,2025Q2
909,Peck-Anderson,United States,Marketing Agency,11-50,2025-10-15,2025Q4
910,"Fisher, Payne and Thompson",United States,Design Studio,1-10,2025-06-26,2025Q2
911,Best-Townsend,United States,Management Consulting,11-50,2024-07-14,2024Q3
912,Matthews Inc,United Kingdom,Marketing Agency,1-10,2024-08-13,2024Q3
913,Lewis-Livingston,United Kingdom,Digital Agency,11-50,2025-07-03,2025Q3
914,Hunter-Fuller,United Kingdom,Marketing Agency,11-50,2025-01-12,2025Q1
915,"Wang, Henderson and Morales",United States,Management Consulting,11-50,2024-04-20,2024Q2
916,"Herrera, Jensen and Ramirez",Germany,Branding Agency,1-10,2025-12-27,2025Q4
917,Miller-Mccall,United Kingdom,Design Studio,11-50,2024-11-24,2024Q4
918,Herrera Group,Germany,PR Agency,11-50,2025-08-05,2025Q3
919,"Walters, Davenport and Becker",Portugal,Dev Shop / Software Consulting,51+,2024-02-24,2024Q1
920,Collins Group,Portugal,Dev Shop / Software Consulting,1-10,2024-08-18,2024Q3
921,"Ashley, Allen and Sanchez",United States,Branding Agency,11-50,2026-05-18,2026Q2
922,Wilson-Salazar,United States,PR Agency,1-10,2026-04-24,2026Q2
923,Parker Ltd,United Kingdom,Digital Agency,11-50,2023-11-05,2023Q4
924,"Yang, Wilson and Zimmerman",United States,Design Studio,11-50,2025-09-04,2025Q3
925,"Smith, Crawford and Reed",Germany,Dev Shop / Software Consulting,51+,2025-08-25,2025Q3
926,"Logan, Le and Jackson",Portugal,Digital Agency,1-10,2024-03-03,2024Q1
927,Brady LLC,United States,PR Agency,1-10,2025-09-19,2025Q3
928,"Tanner, Wise and Johnson",United States,PR Agency,1-10,2025-10-08,2025Q4
929,Nelson-Brown,United Kingdom,Management Consulting,51+,2025-04-16,2025Q2
930,"Proctor, Burton and Crawford",United Kingdom,Digital Agency,1-10,2025-03-05,2025Q1
931,"Ward, Porter and Bradley",United States,Branding Agency,1-10,2024-08-06,2024Q3
932,Moore-Ayala,United States,PR Agency,1-10,2024-06-21,2024Q2
933,"Craig, Wilson and Yang",Germany,PR Agency,1-10,2024-09-11,2024Q3
934,Williams Inc,United Kingdom,Management Consulting,1-10,2025-11-16,2025Q4
935,Williams LLC,United States,Dev Shop / Software Consulting,11-50,2024-05-09,2024Q2
936,Mora-White,United States,Management Consulting,11-50,2026-06-24,2026Q2
937,Tran Ltd,United States,Marketing Agency,1-10,2025-09-28,2025Q3
938,"Rios, Walker and Wright",United States,Branding Agency,11-50,2025-11-25,2025Q4
939,"Flores, Mckenzie and Duncan",Portugal,Unknown,11-50,2025-02-18,2025Q1
940,Shaw Inc,Germany,Design Studio,1-10,2024-09-25,2024Q3
941,Walker PLC,Portugal,Digital Agency,1-10,2025-08-17,2025Q3
942,Finley Inc,United States,Design Studio,1-10,2025-07-28,2025Q3
943,Cline-Ayala,Portugal,Dev Shop / Software Consulting,11-50,2024-04-17,2024Q2
944,Murphy-Tran,United States,Digital Agency,11-50,2026-05-22,2026Q2
945,Wood LLC,United States,Management Consulting,11-50,2026-02-02,2026Q1
946,"Mueller, Stevenson and Sanchez",United Kingdom,Management Consulting,1-10,2025-02-08,2025Q1
947,Vargas-Snyder,United States,Management Consulting,51+,2025-03-13,2025Q1
948,Oconnor PLC,United Kingdom,PR Agency,1-10,2025-09-11,2025Q3
949,Hernandez Group,Portugal,Management Consulting,11-50,2026-02-27,2026Q1
950,Hall LLC,United Kingdom,Branding Agency,11-50,2025-12-21,2025Q4
951,"Franco, Wiley and Tapia",United Kingdom,Marketing Agency,51+,2025-05-17,2025Q2
952,Blake Group,Portugal,Branding Agency,1-10,2024-05-12,2024Q2
953,"Acosta, Garcia and Moreno",United States,Digital Agency,11-50,2025-05-01,2025Q2
954,Barnes Inc,United States,Marketing Agency,1-10,2025-01-17,2025Q1
955,Dawson Inc,United States,Management Consulting,1-10,2024-05-20,2024Q2
956,Morse PLC,United States,Dev Shop / Software Consulting,1-10,2025-07-11,2025Q3
957,Haynes-Watson,United Kingdom,Design Studio,1-10,2025-04-19,2025Q2
958,"Miller, Davis and Anderson",Germany,Marketing Agency,1-10,2025-09-05,2025Q3
959,Jones-Bradley,United States,Marketing Agency,11-50,2025-08-19,2025Q3
960,Bates-Anderson,United States,Digital Agency,51+,2023-10-13,2023Q4
961,Green-Edwards,United Kingdom,PR Agency,1-10,2026-04-24,2026Q2
962,Haynes-Moss,United States,Branding Agency,1-10,2024-03-20,2024Q1
963,Chavez-Hall,Portugal,Dev Shop / Software Consulting,1-10,2024-07-14,2024Q3
964,Taylor PLC,Germany,Design Studio,11-50,2025-12-20,2025Q4
965,Moore and Sons,United States,Management Consulting,11-50,2026-06-15,2026Q2
966,Owens-Russell,United States,Design Studio,1-10,2026-04-04,2026Q2
967,"Howard, Townsend and Hayes",United Kingdom,PR Agency,51+,2025-11-14,2025Q4
968,Baker-Wilson,United Kingdom,Digital Agency,1-10,2024-01-20,2024Q1
969,Aguirre LLC,Germany,Marketing Agency,11-50,2023-07-03,2023Q3
970,"Terry, Williams and Huff",United States,Dev Shop / Software Consulting,11-50,2023-08-01,2023Q3
971,Hernandez-Dawson,Germany,Digital Agency,11-50,2026-05-14,2026Q2
972,Foster-Williams,United States,Design Studio,11-50,2024-04-26,2024Q2
973,Green-Ewing,Germany,Dev Shop / Software Consulting,1-10,2025-05-24,2025Q2
974,Crane Group,Germany,Unknown,11-50,2025-06-05,2025Q2
975,"Adkins, Wright and Murray",Germany,Marketing Agency,51+,2025-07-10,2025Q3
976,Martinez Inc,United Kingdom,Marketing Agency,1-10,2026-05-23,2026Q2
977,Anderson Group,United States,Digital Agency,11-50,2024-09-01,2024Q3
978,Parks-Pace,United States,Branding Agency,11-50,2024-04-12,2024Q2
979,Aguilar LLC,United Kingdom,Management Consulting,11-50,2025-02-28,2025Q1
980,Johnson Inc,United Kingdom,PR Agency,11-50,2025-09-13,2025Q3
981,Orr Group,United Kingdom,Branding Agency,11-50,2024-07-06,2024Q3
982,Davis LLC,United Kingdom,Management Consulting,1-10,2026-01-19,2026Q1
983,Williams Group,Germany,Dev Shop / Software Consulting,11-50,2026-05-28,2026Q2
984,Jackson PLC,Germany,PR Agency,1-10,2025-05-06,2025Q2
985,Underwood-Foster,United Kingdom,Dev Shop / Software Consulting,11-50,2025-07-18,2025Q3
986,Reyes Group,Germany,Branding Agency,1-10,2024-03-21,2024Q1
987,Gomez and Sons,United States,Digital Agency,1-10,2024-11-14,2024Q4
988,Ramirez-Stephenson,United States,Digital Agency,1-10,2025-08-02,2025Q3
989,Mendez PLC,Portugal,PR Agency,1-10,2026-05-17,2026Q2
990,Holland Group,Portugal,Dev Shop / Software Consulting,1-10,2024-12-27,2024Q4
991,Andrade-Mendoza,United Kingdom,Dev Shop / Software Consulting,1-10,2026-01-22,2026Q1
992,Ramirez and Sons,United Kingdom,Dev Shop / Software Consulting,1-10,2026-04-20,2026Q2
993,Gonzalez-Wilkerson,Germany,PR Agency,11-50,2025-04-02,2025Q2
994,"Wright, Mcknight and Stephens",Germany,Marketing Agency,51+,2025-04-09,2025Q2
995,Mayo Ltd,United States,Digital Agency,1-10,2023-07-07,2023Q3
996,Castillo-Harrington,Germany,Marketing Agency,1-10,2024-08-18,2024Q3
